date,Livraison,isPartial
2020-12-27,61,False
2020-12-28,68,False
2020-12-29,63,False
2020-12-30,62,False
2020-12-31,54,False
2021-01-01,57,False
2021-01-02,66,False
2021-01-03,59,False
2021-01-04,56,False
2021-01-05,59,False
2021-01-06,58,False
2021-01-07,59,False
2021-01-08,60,False
2021-01-09,64,False
2021-01-10,60,False
2021-01-11,57,False
2021-01-12,57,False
2021-01-13,59,False
2021-01-14,64,False
2021-01-15,70,False
2021-01-16,84,False
2021-01-17,71,False
2021-01-18,64,False
2021-01-19,63,False
2021-01-20,63,False
2021-01-21,62,False
2021-01-22,75,False
2021-01-23,72,False
2021-01-24,64,False
2021-01-25,64,False
2021-01-26,62,False
2021-01-27,63,False
2021-01-28,64,False
2021-01-29,73,False
2021-01-30,82,False
2021-01-31,74,False
2021-02-01,67,False
2021-02-02,65,False
2021-02-03,66,False
2021-02-04,72,False
2021-02-05,83,False
2021-02-06,83,False
2021-02-07,77,False
2021-02-08,69,False
2021-02-09,81,False
2021-02-10,77,False
2021-02-11,85,False
2021-02-12,93,False
2021-02-13,100,False
2021-02-14,93,False
2021-02-15,70,False
2021-02-16,66,False
2021-02-17,64,False
2021-02-18,69,False
2021-02-19,75,False
2021-02-20,82,False
2021-02-21,66,False
2021-02-22,64,False
2021-02-23,65,False
2021-02-24,68,False
2021-02-25,71,False
2021-02-26,78,False
2021-02-27,80,False
2021-02-28,72,False
2021-03-01,69,False
2021-03-02,70,False
2021-03-03,71,False
2021-03-04,74,False
2021-03-05,86,False
2021-03-06,100,False
2021-03-07,76,False
2021-03-08,63,False
2021-03-09,65,False
2021-03-10,56,False
2021-03-11,60,False
2021-03-12,74,False
2021-03-13,76,False
2021-03-14,67,False
2021-03-15,58,False
2021-03-16,61,False
2021-03-17,60,False
2021-03-18,62,False
2021-03-19,68,False
2021-03-20,72,False
2021-03-21,61,False
2021-03-22,62,False
2021-03-23,60,False
2021-03-24,62,False
2021-03-25,60,False
2021-03-26,66,False
2021-03-27,69,False
