date,Délai livraison,isPartial
2022-03-27,45,False
2022-03-28,29,False
2022-03-29,58,False
2022-03-30,40,False
2022-03-31,53,False
2022-04-01,57,False
2022-04-02,46,False
2022-04-03,17,False
2022-04-04,69,False
2022-04-05,26,False
2022-04-06,91,False
2022-04-07,53,False
2022-04-08,61,False
2022-04-09,34,False
2022-04-10,35,False
2022-04-11,67,False
2022-04-12,70,False
2022-04-13,92,False
2022-04-14,48,False
2022-04-15,24,False
2022-04-16,33,False
2022-04-17,28,False
2022-04-18,12,False
2022-04-19,59,False
2022-04-20,44,False
2022-04-21,50,False
2022-04-22,37,False
2022-04-23,34,False
2022-04-24,0,False
2022-04-25,68,False
2022-04-26,63,False
2022-04-27,40,False
2022-04-28,28,False
2022-04-29,53,False
2022-04-30,28,False
2022-05-01,15,False
2022-05-02,64,False
2022-05-03,55,False
2022-05-04,60,False
2022-05-05,54,False
2022-05-06,72,False
2022-05-07,25,False
2022-05-08,42,False
2022-05-09,85,False
2022-05-10,47,False
2022-05-11,54,False
2022-05-12,100,False
2022-05-13,29,False
2022-05-14,28,False
2022-05-15,0,False
2022-05-16,43,False
2022-05-17,32,False
2022-05-18,30,False
2022-05-19,62,False
2022-05-20,75,False
2022-05-21,24,False
2022-05-22,25,False
2022-05-23,37,False
2022-05-24,64,False
2022-05-25,23,False
2022-05-26,0,False
2022-05-27,0,False
2022-05-28,36,False
2022-05-29,21,False
2022-05-30,42,False
2022-05-31,78,False
2022-06-01,56,False
2022-06-02,44,False
2022-06-03,57,False
2022-06-04,45,False
2022-06-05,0,False
2022-06-06,54,False
2022-06-07,49,False
2022-06-08,23,False
2022-06-09,54,False
2022-06-10,51,False
2022-06-11,52,False
2022-06-12,46,False
2022-06-13,48,False
2022-06-14,60,False
2022-06-15,54,False
2022-06-16,63,False
2022-06-17,57,False
2022-06-18,33,False
2022-06-19,24,False
2022-06-20,51,False
2022-06-21,66,False
2022-06-22,31,False
2022-06-23,44,False
2022-06-24,38,False
2022-06-25,39,False
