date,Suivi colis,isPartial
2022-06-26,18,False
2022-06-27,59,False
2022-06-28,73,False
2022-06-29,64,False
2022-06-30,71,False
2022-07-01,68,False
2022-07-02,42,False
2022-07-03,23,False
2022-07-04,71,False
2022-07-05,80,False
2022-07-06,87,False
2022-07-07,77,False
2022-07-08,74,False
2022-07-09,56,False
2022-07-10,37,False
2022-07-11,83,False
2022-07-12,89,False
2022-07-13,89,False
2022-07-14,41,False
2022-07-15,98,False
2022-07-16,66,False
2022-07-17,40,False
2022-07-18,89,False
2022-07-19,99,False
2022-07-20,96,False
2022-07-21,100,False
2022-07-22,83,False
2022-07-23,54,False
2022-07-24,26,False
2022-07-25,75,False
2022-07-26,89,False
2022-07-27,82,False
2022-07-28,82,False
2022-07-29,63,False
2022-07-30,48,False
2022-07-31,21,False
2022-08-01,60,False
2022-08-02,78,False
2022-08-03,71,False
2022-08-04,71,False
2022-08-05,84,False
2022-08-06,48,False
2022-08-07,32,False
2022-08-08,75,False
2022-08-09,89,False
2022-08-10,75,False
2022-08-11,90,False
2022-08-12,74,False
2022-08-13,50,False
2022-08-14,25,False
2022-08-15,35,False
2022-08-16,72,False
2022-08-17,78,False
2022-08-18,89,False
2022-08-19,83,False
2022-08-20,58,False
2022-08-21,30,False
2022-08-22,74,False
2022-08-23,73,False
2022-08-24,81,False
2022-08-25,75,False
2022-08-26,73,False
2022-08-27,47,False
2022-08-28,31,False
2022-08-29,70,False
2022-08-30,60,False
2022-08-31,63,False
2022-09-01,64,False
2022-09-02,67,False
2022-09-03,46,False
2022-09-04,29,False
2022-09-05,60,False
2022-09-06,70,False
2022-09-07,71,False
2022-09-08,68,False
2022-09-09,64,False
2022-09-10,50,False
2022-09-11,23,False
2022-09-12,63,False
2022-09-13,78,False
2022-09-14,72,False
2022-09-15,69,False
2022-09-16,74,False
2022-09-17,49,False
2022-09-18,30,False
2022-09-19,71,False
2022-09-20,76,False
2022-09-21,68,False
2022-09-22,67,False
2022-09-23,58,False
2022-09-24,46,False
