date,Service de livraison,isPartial
2023-06-25,38,False
2023-06-26,29,False
2023-06-27,60,False
2023-06-28,33,False
2023-06-29,0,False
2023-06-30,72,False
2023-07-01,0,False
2023-07-02,0,False
2023-07-03,0,False
2023-07-04,0,False
2023-07-05,71,False
2023-07-06,45,False
2023-07-07,56,False
2023-07-08,0,False
2023-07-09,46,False
2023-07-10,20,False
2023-07-11,25,False
2023-07-12,25,False
2023-07-13,26,False
2023-07-14,34,False
2023-07-15,0,False
2023-07-16,85,False
2023-07-17,60,False
2023-07-18,100,False
2023-07-19,87,False
2023-07-20,0,False
2023-07-21,0,False
2023-07-22,49,False
2023-07-23,0,False
2023-07-24,44,False
2023-07-25,31,False
2023-07-26,57,False
2023-07-27,27,False
2023-07-28,0,False
2023-07-29,28,False
2023-07-30,0,False
2023-07-31,26,False
2023-08-01,35,False
