date,colis,isPartial
2020-06-28,41,False
2020-06-29,83,False
2020-06-30,86,False
2020-07-01,84,False
2020-07-02,77,False
2020-07-03,75,False
2020-07-04,68,False
2020-07-05,41,False
2020-07-06,78,False
2020-07-07,78,False
2020-07-08,82,False
2020-07-09,75,False
2020-07-10,79,False
2020-07-11,67,False
2020-07-12,38,False
2020-07-13,71,False
2020-07-14,48,False
2020-07-15,86,False
2020-07-16,90,False
2020-07-17,78,False
2020-07-18,72,False
2020-07-19,46,False
2020-07-20,88,False
2020-07-21,90,False
2020-07-22,95,False
2020-07-23,97,False
2020-07-24,100,False
2020-07-25,77,False
2020-07-26,48,False
2020-07-27,86,False
2020-07-28,85,False
2020-07-29,84,False
2020-07-30,80,False
2020-07-31,73,False
2020-08-01,53,False
2020-08-02,38,False
2020-08-03,79,False
2020-08-04,81,False
2020-08-05,84,False
2020-08-06,83,False
2020-08-07,77,False
2020-08-08,60,False
2020-08-09,35,False
2020-08-10,87,False
2020-08-11,80,False
2020-08-12,81,False
2020-08-13,86,False
2020-08-14,81,False
2020-08-15,49,False
2020-08-16,41,False
2020-08-17,82,False
2020-08-18,87,False
2020-08-19,87,False
2020-08-20,86,False
2020-08-21,82,False
2020-08-22,70,False
2020-08-23,44,False
2020-08-24,80,False
2020-08-25,81,False
2020-08-26,88,False
2020-08-27,82,False
2020-08-28,74,False
2020-08-29,66,False
2020-08-30,44,False
2020-08-31,77,False
2020-09-01,84,False
2020-09-02,82,False
2020-09-03,79,False
2020-09-04,74,False
2020-09-05,63,False
2020-09-06,46,False
2020-09-07,81,False
2020-09-08,80,False
2020-09-09,87,False
2020-09-10,79,False
2020-09-11,78,False
2020-09-12,64,False
2020-09-13,42,False
2020-09-14,75,False
2020-09-15,75,False
2020-09-16,74,False
2020-09-17,75,False
2020-09-18,66,False
2020-09-19,56,False
2020-09-20,34,False
2020-09-21,72,False
2020-09-22,74,False
2020-09-23,77,False
2020-09-24,77,False
2020-09-25,68,False
2020-09-26,57,False
