date,Point relais,isPartial
2022-09-25,48,False
2022-09-26,81,False
2022-09-27,82,False
2022-09-28,89,False
2022-09-29,84,False
2022-09-30,86,False
2022-10-01,83,False
2022-10-02,50,False
2022-10-03,91,False
2022-10-04,92,False
2022-10-05,88,False
2022-10-06,78,False
2022-10-07,74,False
2022-10-08,77,False
2022-10-09,54,False
2022-10-10,88,False
2022-10-11,89,False
2022-10-12,91,False
2022-10-13,75,False
2022-10-14,79,False
2022-10-15,72,False
2022-10-16,39,False
2022-10-17,83,False
2022-10-18,71,False
2022-10-19,72,False
2022-10-20,65,False
2022-10-21,66,False
2022-10-22,72,False
2022-10-23,40,False
2022-10-24,74,False
2022-10-25,77,False
2022-10-26,67,False
2022-10-27,62,False
2022-10-28,76,False
2022-10-29,64,False
2022-10-30,36,False
2022-10-31,72,False
2022-11-01,41,False
2022-11-02,91,False
2022-11-03,71,False
2022-11-04,79,False
2022-11-05,80,False
2022-11-06,41,False
2022-11-07,83,False
2022-11-08,89,False
2022-11-09,74,False
2022-11-10,85,False
2022-11-11,56,False
2022-11-12,82,False
2022-11-13,39,False
2022-11-14,89,False
2022-11-15,87,False
2022-11-16,91,False
2022-11-17,69,False
2022-11-18,76,False
2022-11-19,92,False
2022-11-20,55,False
2022-11-21,83,False
2022-11-22,81,False
2022-11-23,69,False
2022-11-24,77,False
2022-11-25,71,False
2022-11-26,71,False
2022-11-27,50,False
2022-11-28,92,False
2022-11-29,84,False
2022-11-30,82,False
2022-12-01,78,False
2022-12-02,82,False
2022-12-03,88,False
2022-12-04,46,False
2022-12-05,100,False
2022-12-06,96,False
2022-12-07,92,False
2022-12-08,87,False
2022-12-09,73,False
2022-12-10,79,False
2022-12-11,60,False
2022-12-12,95,False
2022-12-13,86,False
2022-12-14,84,False
2022-12-15,88,False
2022-12-16,86,False
2022-12-17,88,False
2022-12-18,51,False
2022-12-19,89,False
2022-12-20,97,False
2022-12-21,91,False
2022-12-22,89,False
2022-12-23,88,False
2022-12-24,62,False
