date,Livraison,isPartial
2018-07-01,83,False
2018-07-02,79,False
2018-07-03,76,False
2018-07-04,81,False
2018-07-05,75,False
2018-07-06,80,False
2018-07-07,76,False
2018-07-08,89,False
2018-07-09,76,False
2018-07-10,86,False
2018-07-11,80,False
2018-07-12,79,False
2018-07-13,77,False
2018-07-14,76,False
2018-07-15,77,False
2018-07-16,82,False
2018-07-17,73,False
2018-07-18,73,False
2018-07-19,72,False
2018-07-20,73,False
2018-07-21,84,False
2018-07-22,77,False
2018-07-23,80,False
2018-07-24,77,False
2018-07-25,84,False
2018-07-26,73,False
2018-07-27,81,False
2018-07-28,76,False
2018-07-29,89,False
2018-07-30,88,False
2018-07-31,83,False
2018-08-01,85,False
2018-08-02,87,False
2018-08-03,77,False
2018-08-04,85,False
2018-08-05,85,False
2018-08-06,91,False
2018-08-07,76,False
2018-08-08,92,False
2018-08-09,92,False
2018-08-10,86,False
2018-08-11,83,False
2018-08-12,100,False
2018-08-13,81,False
2018-08-14,85,False
2018-08-15,74,False
2018-08-16,75,False
2018-08-17,83,False
2018-08-18,80,False
2018-08-19,88,False
2018-08-20,81,False
2018-08-21,85,False
2018-08-22,74,False
2018-08-23,83,False
2018-08-24,85,False
2018-08-25,88,False
2018-08-26,95,False
2018-08-27,67,False
2018-08-28,68,False
2018-08-29,79,False
2018-08-30,83,False
2018-08-31,90,False
2018-09-01,89,False
2018-09-02,96,False
2018-09-03,83,False
2018-09-04,74,False
2018-09-05,83,False
2018-09-06,85,False
2018-09-07,83,False
2018-09-08,95,False
2018-09-09,92,False
2018-09-10,80,False
2018-09-11,78,False
2018-09-12,79,False
2018-09-13,80,False
2018-09-14,80,False
2018-09-15,96,False
2018-09-16,87,False
2018-09-17,74,False
2018-09-18,71,False
2018-09-19,76,False
2018-09-20,72,False
2018-09-21,83,False
2018-09-22,79,False
2018-09-23,86,False
2018-09-24,78,False
2018-09-25,78,False
2018-09-26,69,False
2018-09-27,84,False
2018-09-28,82,False
2018-09-29,83,False
