date,Service de livraison,isPartial
2020-12-27,61,False
2020-12-28,0,False
2020-12-29,0,False
2020-12-30,28,False
2020-12-31,0,False
2021-01-01,23,False
2021-01-02,30,False
2021-01-03,93,False
2021-01-04,20,False
2021-01-05,46,False
2021-01-06,22,False
2021-01-07,51,False
2021-01-08,0,False
2021-01-09,30,False
2021-01-10,67,False
2021-01-11,38,False
2021-01-12,59,False
2021-01-13,45,False
2021-01-14,27,False
2021-01-15,64,False
2021-01-16,44,False
2021-01-17,49,False
2021-01-18,18,False
2021-01-19,26,False
2021-01-20,0,False
2021-01-21,54,False
2021-01-22,15,False
2021-01-23,40,False
2021-01-24,0,False
2021-01-25,0,False
2021-01-26,35,False
2021-01-27,18,False
2021-01-28,0,False
2021-01-29,15,False
2021-01-30,40,False
2021-01-31,16,False
2021-02-01,59,False
2021-02-02,36,False
2021-02-03,35,False
2021-02-04,38,False
2021-02-05,31,False
2021-02-06,40,False
2021-02-07,40,False
2021-02-08,0,False
2021-02-09,100,False
2021-02-10,58,False
2021-02-11,52,False
2021-02-12,57,False
2021-02-13,69,False
2021-02-14,38,False
2021-02-15,26,False
2021-02-16,25,False
2021-02-17,44,False
2021-02-18,43,False
2021-02-19,29,False
2021-02-20,52,False
2021-02-21,29,False
2021-02-22,0,False
2021-02-23,22,False
2021-02-24,23,False
2021-02-25,17,False
2021-02-26,26,False
2021-02-27,37,False
2021-02-28,19,False
2021-03-01,81,False
2021-03-02,68,False
2021-03-03,16,False
2021-03-04,15,False
2021-03-05,15,False
2021-03-06,43,False
2021-03-07,0,False
2021-03-08,48,False
2021-03-09,18,False
2021-03-10,0,False
2021-03-11,29,False
2021-03-12,23,False
2021-03-13,33,False
2021-03-14,24,False
2021-03-15,0,False
2021-03-16,28,False
2021-03-17,29,False
2021-03-18,0,False
2021-03-19,0,False
2021-03-20,0,False
2021-03-21,27,False
2021-03-22,0,False
2021-03-23,27,False
2021-03-24,60,False
2021-03-25,0,False
2021-03-26,57,False
2021-03-27,0,False
