date,Point relais,isPartial
2017-12-31,23,False
2018-01-01,28,False
2018-01-02,72,False
2018-01-03,67,False
2018-01-04,72,False
2018-01-05,71,False
2018-01-06,86,False
2018-01-07,34,False
2018-01-08,71,False
2018-01-09,61,False
2018-01-10,74,False
2018-01-11,74,False
2018-01-12,82,False
2018-01-13,91,False
2018-01-14,38,False
2018-01-15,87,False
2018-01-16,77,False
2018-01-17,93,False
2018-01-18,86,False
2018-01-19,80,False
2018-01-20,83,False
2018-01-21,36,False
2018-01-22,78,False
2018-01-23,100,False
2018-01-24,69,False
2018-01-25,92,False
2018-01-26,69,False
2018-01-27,83,False
2018-01-28,38,False
2018-01-29,84,False
2018-01-30,77,False
2018-01-31,83,False
2018-02-01,74,False
2018-02-02,71,False
2018-02-03,80,False
2018-02-04,33,False
2018-02-05,98,False
2018-02-06,72,False
2018-02-07,59,False
2018-02-08,82,False
2018-02-09,74,False
2018-02-10,69,False
2018-02-11,48,False
2018-02-12,62,False
2018-02-13,91,False
2018-02-14,85,False
2018-02-15,80,False
2018-02-16,84,False
2018-02-17,73,False
2018-02-18,51,False
2018-02-19,65,False
2018-02-20,85,False
2018-02-21,69,False
2018-02-22,71,False
2018-02-23,81,False
2018-02-24,51,False
2018-02-25,35,False
2018-02-26,60,False
2018-02-27,84,False
2018-02-28,77,False
2018-03-01,66,False
2018-03-02,80,False
2018-03-03,67,False
2018-03-04,34,False
2018-03-05,72,False
2018-03-06,90,False
2018-03-07,80,False
2018-03-08,71,False
2018-03-09,78,False
2018-03-10,75,False
2018-03-11,42,False
2018-03-12,83,False
2018-03-13,77,False
2018-03-14,96,False
2018-03-15,81,False
2018-03-16,79,False
2018-03-17,62,False
2018-03-18,43,False
2018-03-19,72,False
2018-03-20,76,False
2018-03-21,74,False
2018-03-22,82,False
2018-03-23,67,False
2018-03-24,85,False
2018-03-25,40,False
2018-03-26,71,False
2018-03-27,75,False
2018-03-28,64,False
2018-03-29,63,False
2018-03-30,71,False
2018-03-31,62,False
