date,Retard livraison,isPartial
2017-07-02,45,False
2017-07-03,55,False
2017-07-04,0,False
2017-07-05,39,False
2017-07-06,30,False
2017-07-07,30,False
2017-07-08,0,False
2017-07-09,0,False
2017-07-10,62,False
2017-07-11,0,False
2017-07-12,0,False
2017-07-13,65,False
2017-07-14,73,False
2017-07-15,55,False
2017-07-16,32,False
2017-07-17,0,False
2017-07-18,0,False
2017-07-19,56,False
2017-07-20,0,False
2017-07-21,34,False
2017-07-22,32,False
2017-07-23,0,False
2017-07-24,0,False
2017-07-25,19,False
2017-07-26,78,False
2017-07-27,66,False
2017-07-28,41,False
2017-07-29,37,False
2017-07-30,0,False
2017-07-31,0,False
2017-08-01,36,False
2017-08-02,47,False
2017-08-03,21,False
2017-08-04,0,False
2017-08-05,53,False
2017-08-06,0,False
2017-08-07,39,False
2017-08-08,65,False
2017-08-09,44,False
2017-08-10,0,False
2017-08-11,0,False
2017-08-12,39,False
2017-08-13,0,False
2017-08-14,0,False
2017-08-15,0,False
2017-08-16,52,False
2017-08-17,19,False
2017-08-18,55,False
2017-08-19,0,False
2017-08-20,0,False
2017-08-21,46,False
2017-08-22,30,False
2017-08-23,0,False
2017-08-24,39,False
2017-08-25,61,False
2017-08-26,29,False
2017-08-27,0,False
2017-08-28,46,False
2017-08-29,63,False
2017-08-30,0,False
2017-08-31,0,False
2017-09-01,32,False
2017-09-02,0,False
2017-09-03,0,False
2017-09-04,20,False
2017-09-05,23,False
2017-09-06,54,False
2017-09-07,24,False
2017-09-08,0,False
2017-09-09,38,False
2017-09-10,0,False
2017-09-11,0,False
2017-09-12,28,False
2017-09-13,52,False
2017-09-14,40,False
2017-09-15,34,False
2017-09-16,62,False
2017-09-17,0,False
2017-09-18,0,False
2017-09-19,30,False
2017-09-20,0,False
2017-09-21,57,False
2017-09-22,27,False
2017-09-23,21,False
2017-09-24,0,False
2017-09-25,62,False
2017-09-26,100,False
2017-09-27,50,False
2017-09-28,33,False
2017-09-29,27,False
2017-09-30,59,False
