date,Livraison,isPartial
2021-12-26,60,False
2021-12-27,67,False
2021-12-28,64,False
2021-12-29,68,False
2021-12-30,72,False
2021-12-31,53,False
2022-01-01,61,False
2022-01-02,66,False
2022-01-03,68,False
2022-01-04,67,False
2022-01-05,68,False
2022-01-06,58,False
2022-01-07,74,False
2022-01-08,75,False
2022-01-09,58,False
2022-01-10,60,False
2022-01-11,67,False
2022-01-12,70,False
2022-01-13,69,False
2022-01-14,62,False
2022-01-15,66,False
2022-01-16,64,False
2022-01-17,65,False
2022-01-18,62,False
2022-01-19,69,False
2022-01-20,62,False
2022-01-21,67,False
2022-01-22,64,False
2022-01-23,68,False
2022-01-24,69,False
2022-01-25,66,False
2022-01-26,55,False
2022-01-27,67,False
2022-01-28,70,False
2022-01-29,71,False
2022-01-30,58,False
2022-01-31,65,False
2022-02-01,68,False
2022-02-02,65,False
2022-02-03,68,False
2022-02-04,66,False
2022-02-05,70,False
2022-02-06,77,False
2022-02-07,66,False
2022-02-08,73,False
2022-02-09,72,False
2022-02-10,70,False
2022-02-11,82,False
2022-02-12,78,False
2022-02-13,85,False
2022-02-14,100,False
2022-02-15,66,False
2022-02-16,65,False
2022-02-17,65,False
2022-02-18,63,False
2022-02-19,64,False
2022-02-20,63,False
2022-02-21,62,False
2022-02-22,64,False
2022-02-23,62,False
2022-02-24,54,False
2022-02-25,65,False
2022-02-26,62,False
2022-02-27,66,False
2022-02-28,66,False
2022-03-01,67,False
2022-03-02,66,False
2022-03-03,71,False
2022-03-04,73,False
2022-03-05,90,False
2022-03-06,71,False
2022-03-07,71,False
2022-03-08,71,False
2022-03-09,64,False
2022-03-10,66,False
2022-03-11,66,False
2022-03-12,65,False
2022-03-13,65,False
2022-03-14,62,False
2022-03-15,62,False
2022-03-16,64,False
2022-03-17,64,False
2022-03-18,64,False
2022-03-19,63,False
2022-03-20,58,False
2022-03-21,63,False
2022-03-22,59,False
2022-03-23,57,False
2022-03-24,56,False
2022-03-25,60,False
2022-03-26,59,False
