date,colis,isPartial
2020-09-27,24,False
2020-09-28,44,False
2020-09-29,48,False
2020-09-30,43,False
2020-10-01,46,False
2020-10-02,45,False
2020-10-03,41,False
2020-10-04,24,False
2020-10-05,49,False
2020-10-06,49,False
2020-10-07,55,False
2020-10-08,54,False
2020-10-09,51,False
2020-10-10,46,False
2020-10-11,26,False
2020-10-12,58,False
2020-10-13,59,False
2020-10-14,55,False
2020-10-15,57,False
2020-10-16,55,False
2020-10-17,44,False
2020-10-18,28,False
2020-10-19,55,False
2020-10-20,58,False
2020-10-21,52,False
2020-10-22,61,False
2020-10-23,50,False
2020-10-24,42,False
2020-10-25,26,False
2020-10-26,52,False
2020-10-27,51,False
2020-10-28,59,False
2020-10-29,59,False
2020-10-30,51,False
2020-10-31,42,False
2020-11-01,31,False
2020-11-02,55,False
2020-11-03,59,False
2020-11-04,52,False
2020-11-05,56,False
2020-11-06,61,False
2020-11-07,51,False
2020-11-08,36,False
2020-11-09,64,False
2020-11-10,68,False
2020-11-11,48,False
2020-11-12,77,False
2020-11-13,74,False
2020-11-14,63,False
2020-11-15,41,False
2020-11-16,80,False
2020-11-17,77,False
2020-11-18,81,False
2020-11-19,77,False
2020-11-20,73,False
2020-11-21,65,False
2020-11-22,42,False
2020-11-23,70,False
2020-11-24,66,False
2020-11-25,67,False
2020-11-26,70,False
2020-11-27,66,False
2020-11-28,59,False
2020-11-29,40,False
2020-11-30,73,False
2020-12-01,71,False
2020-12-02,72,False
2020-12-03,73,False
2020-12-04,68,False
2020-12-05,61,False
2020-12-06,46,False
2020-12-07,77,False
2020-12-08,87,False
2020-12-09,82,False
2020-12-10,89,False
2020-12-11,89,False
2020-12-12,72,False
2020-12-13,49,False
2020-12-14,93,False
2020-12-15,100,False
2020-12-16,96,False
2020-12-17,95,False
2020-12-18,96,False
2020-12-19,78,False
2020-12-20,51,False
2020-12-21,93,False
2020-12-22,95,False
2020-12-23,86,False
2020-12-24,70,False
2020-12-25,38,False
2020-12-26,56,False
