date,Livraison express,isPartial
2022-03-27,30,False
2022-03-28,68,False
2022-03-29,45,False
2022-03-30,49,False
2022-03-31,70,False
2022-04-01,44,False
2022-04-02,57,False
2022-04-03,39,False
2022-04-04,65,False
2022-04-05,45,False
2022-04-06,50,False
2022-04-07,40,False
2022-04-08,46,False
2022-04-09,23,False
2022-04-10,38,False
2022-04-11,50,False
2022-04-12,20,False
2022-04-13,61,False
2022-04-14,67,False
2022-04-15,32,False
2022-04-16,54,False
2022-04-17,41,False
2022-04-18,45,False
2022-04-19,52,False
2022-04-20,30,False
2022-04-21,40,False
2022-04-22,37,False
2022-04-23,44,False
2022-04-24,31,False
2022-04-25,0,False
2022-04-26,54,False
2022-04-27,23,False
2022-04-28,51,False
2022-04-29,33,False
2022-04-30,34,False
2022-05-01,42,False
2022-05-02,53,False
2022-05-03,52,False
2022-05-04,25,False
2022-05-05,56,False
2022-05-06,32,False
2022-05-07,38,False
2022-05-08,42,False
2022-05-09,43,False
2022-05-10,52,False
2022-05-11,59,False
2022-05-12,45,False
2022-05-13,58,False
2022-05-14,25,False
2022-05-15,12,False
2022-05-16,43,False
2022-05-17,16,False
2022-05-18,33,False
2022-05-19,42,False
2022-05-20,85,False
2022-05-21,55,False
2022-05-22,0,False
2022-05-23,53,False
2022-05-24,53,False
2022-05-25,49,False
2022-05-26,42,False
2022-05-27,43,False
2022-05-28,59,False
2022-05-29,50,False
2022-05-30,50,False
2022-05-31,29,False
2022-06-01,52,False
2022-06-02,33,False
2022-06-03,60,False
2022-06-04,28,False
2022-06-05,0,False
2022-06-06,43,False
2022-06-07,22,False
2022-06-08,57,False
2022-06-09,48,False
2022-06-10,71,False
2022-06-11,59,False
2022-06-12,62,False
2022-06-13,65,False
2022-06-14,69,False
2022-06-15,100,False
2022-06-16,41,False
2022-06-17,27,False
2022-06-18,51,False
2022-06-19,34,False
2022-06-20,43,False
2022-06-21,64,False
2022-06-22,53,False
2022-06-23,53,False
2022-06-24,29,False
2022-06-25,66,False
