date,Envoi colis,isPartial
2017-10-01,44,False
2017-10-02,78,False
2017-10-03,55,False
2017-10-04,56,False
2017-10-05,50,False
2017-10-06,40,False
2017-10-07,45,False
2017-10-08,33,False
2017-10-09,60,False
2017-10-10,58,False
2017-10-11,68,False
2017-10-12,62,False
2017-10-13,39,False
2017-10-14,66,False
2017-10-15,36,False
2017-10-16,65,False
2017-10-17,57,False
2017-10-18,32,False
2017-10-19,68,False
2017-10-20,57,False
2017-10-21,54,False
2017-10-22,58,False
2017-10-23,50,False
2017-10-24,44,False
2017-10-25,48,False
2017-10-26,69,False
2017-10-27,51,False
2017-10-28,52,False
2017-10-29,47,False
2017-10-30,57,False
2017-10-31,52,False
2017-11-01,52,False
2017-11-02,47,False
2017-11-03,37,False
2017-11-04,31,False
2017-11-05,44,False
2017-11-06,84,False
2017-11-07,63,False
2017-11-08,62,False
2017-11-09,61,False
2017-11-10,58,False
2017-11-11,38,False
2017-11-12,71,False
2017-11-13,50,False
2017-11-14,73,False
2017-11-15,64,False
2017-11-16,46,False
2017-11-17,42,False
2017-11-18,72,False
2017-11-19,63,False
2017-11-20,73,False
2017-11-21,49,False
2017-11-22,46,False
2017-11-23,66,False
2017-11-24,67,False
2017-11-25,55,False
2017-11-26,58,False
2017-11-27,81,False
2017-11-28,82,False
2017-11-29,74,False
2017-11-30,54,False
2017-12-01,49,False
2017-12-02,66,False
2017-12-03,36,False
2017-12-04,49,False
2017-12-05,64,False
2017-12-06,90,False
2017-12-07,76,False
2017-12-08,75,False
2017-12-09,58,False
2017-12-10,53,False
2017-12-11,46,False
2017-12-12,98,False
2017-12-13,99,False
2017-12-14,81,False
2017-12-15,64,False
2017-12-16,57,False
2017-12-17,98,False
2017-12-18,96,False
2017-12-19,100,False
2017-12-20,79,False
2017-12-21,53,False
2017-12-22,46,False
2017-12-23,56,False
2017-12-24,42,False
2017-12-25,54,False
2017-12-26,71,False
2017-12-27,87,False
2017-12-28,74,False
2017-12-29,56,False
2017-12-30,45,False
