date,Tarif colis,isPartial
2018-09-30,21,False
2018-10-01,46,False
2018-10-02,44,False
2018-10-03,35,False
2018-10-04,27,False
2018-10-05,41,False
2018-10-06,48,False
2018-10-07,29,False
2018-10-08,51,False
2018-10-09,48,False
2018-10-10,59,False
2018-10-11,31,False
2018-10-12,45,False
2018-10-13,46,False
2018-10-14,24,False
2018-10-15,72,False
2018-10-16,42,False
2018-10-17,31,False
2018-10-18,44,False
2018-10-19,30,False
2018-10-20,0,False
2018-10-21,41,False
2018-10-22,50,False
2018-10-23,66,False
2018-10-24,56,False
2018-10-25,45,False
2018-10-26,61,False
2018-10-27,28,False
2018-10-28,77,False
2018-10-29,45,False
2018-10-30,47,False
2018-10-31,81,False
2018-11-01,41,False
2018-11-02,8,False
2018-11-03,44,False
2018-11-04,40,False
2018-11-05,54,False
2018-11-06,60,False
2018-11-07,52,False
2018-11-08,40,False
2018-11-09,34,False
2018-11-10,67,False
2018-11-11,51,False
2018-11-12,61,False
2018-11-13,70,False
2018-11-14,31,False
2018-11-15,77,False
2018-11-16,16,False
2018-11-17,40,False
2018-11-18,54,False
2018-11-19,78,False
2018-11-20,65,False
2018-11-21,77,False
2018-11-22,26,False
2018-11-23,60,False
2018-11-24,36,False
2018-11-25,61,False
2018-11-26,68,False
2018-11-27,50,False
2018-11-28,64,False
2018-11-29,58,False
2018-11-30,60,False
2018-12-01,69,False
2018-12-02,59,False
2018-12-03,65,False
2018-12-04,89,False
2018-12-05,42,False
2018-12-06,64,False
2018-12-07,45,False
2018-12-08,66,False
2018-12-09,70,False
2018-12-10,68,False
2018-12-11,47,False
2018-12-12,67,False
2018-12-13,75,False
2018-12-14,74,False
2018-12-15,52,False
2018-12-16,42,False
2018-12-17,90,False
2018-12-18,69,False
2018-12-19,100,False
2018-12-20,68,False
2018-12-21,51,False
2018-12-22,43,False
2018-12-23,18,False
2018-12-24,0,False
2018-12-25,35,False
2018-12-26,72,False
2018-12-27,55,False
2018-12-28,48,False
2018-12-29,42,False
