date,Envoi colis,isPartial
2021-06-27,51,False
2021-06-28,74,False
2021-06-29,54,False
2021-06-30,89,False
2021-07-01,70,False
2021-07-02,73,False
2021-07-03,69,False
2021-07-04,76,False
2021-07-05,82,False
2021-07-06,65,False
2021-07-07,64,False
2021-07-08,71,False
2021-07-09,89,False
2021-07-10,39,False
2021-07-11,44,False
2021-07-12,64,False
2021-07-13,72,False
2021-07-14,76,False
2021-07-15,63,False
2021-07-16,85,False
2021-07-17,55,False
2021-07-18,23,False
2021-07-19,64,False
2021-07-20,79,False
2021-07-21,55,False
2021-07-22,57,False
2021-07-23,65,False
2021-07-24,36,False
2021-07-25,22,False
2021-07-26,72,False
2021-07-27,78,False
2021-07-28,56,False
2021-07-29,48,False
2021-07-30,61,False
2021-07-31,63,False
2021-08-01,40,False
2021-08-02,67,False
2021-08-03,42,False
2021-08-04,73,False
2021-08-05,55,False
2021-08-06,44,False
2021-08-07,44,False
2021-08-08,77,False
2021-08-09,90,False
2021-08-10,60,False
2021-08-11,56,False
2021-08-12,60,False
2021-08-13,72,False
2021-08-14,55,False
2021-08-15,55,False
2021-08-16,70,False
2021-08-17,75,False
2021-08-18,67,False
2021-08-19,69,False
2021-08-20,80,False
2021-08-21,70,False
2021-08-22,60,False
2021-08-23,51,False
2021-08-24,53,False
2021-08-25,45,False
2021-08-26,76,False
2021-08-27,63,False
2021-08-28,65,False
2021-08-29,61,False
2021-08-30,88,False
2021-08-31,89,False
2021-09-01,71,False
2021-09-02,66,False
2021-09-03,85,False
2021-09-04,97,False
2021-09-05,61,False
2021-09-06,71,False
2021-09-07,53,False
2021-09-08,54,False
2021-09-09,89,False
2021-09-10,85,False
2021-09-11,75,False
2021-09-12,90,False
2021-09-13,94,False
2021-09-14,87,False
2021-09-15,55,False
2021-09-16,71,False
2021-09-17,61,False
2021-09-18,53,False
2021-09-19,74,False
2021-09-20,100,False
2021-09-21,63,False
2021-09-22,71,False
2021-09-23,66,False
2021-09-24,70,False
2021-09-25,33,False
