date,Livraison express,isPartial
2019-09-29,34,False
2019-09-30,66,False
2019-10-01,57,False
2019-10-02,43,False
2019-10-03,79,False
2019-10-04,44,False
2019-10-05,36,False
2019-10-06,28,False
2019-10-07,55,False
2019-10-08,29,False
2019-10-09,53,False
2019-10-10,23,False
2019-10-11,78,False
2019-10-12,35,False
2019-10-13,0,False
2019-10-14,47,False
2019-10-15,38,False
2019-10-16,45,False
2019-10-17,43,False
2019-10-18,32,False
2019-10-19,16,False
2019-10-20,43,False
2019-10-21,42,False
2019-10-22,43,False
2019-10-23,38,False
2019-10-24,69,False
2019-10-25,44,False
2019-10-26,0,False
2019-10-27,32,False
2019-10-28,52,False
2019-10-29,68,False
2019-10-30,40,False
2019-10-31,52,False
2019-11-01,30,False
2019-11-02,19,False
2019-11-03,18,False
2019-11-04,34,False
2019-11-05,58,False
2019-11-06,38,False
2019-11-07,80,False
2019-11-08,52,False
2019-11-09,58,False
2019-11-10,35,False
2019-11-11,36,False
2019-11-12,57,False
2019-11-13,20,False
2019-11-14,29,False
2019-11-15,0,False
2019-11-16,49,False
2019-11-17,45,False
2019-11-18,33,False
2019-11-19,25,False
2019-11-20,40,False
2019-11-21,55,False
2019-11-22,38,False
2019-11-23,18,False
2019-11-24,22,False
2019-11-25,28,False
2019-11-26,18,False
2019-11-27,30,False
2019-11-28,56,False
2019-11-29,62,False
2019-11-30,28,False
2019-12-01,29,False
2019-12-02,86,False
2019-12-03,45,False
2019-12-04,32,False
2019-12-05,47,False
2019-12-06,79,False
2019-12-07,33,False
2019-12-08,38,False
2019-12-09,63,False
2019-12-10,27,False
2019-12-11,73,False
2019-12-12,70,False
2019-12-13,78,False
2019-12-14,45,False
2019-12-15,27,False
2019-12-16,69,False
2019-12-17,100,False
2019-12-18,59,False
2019-12-19,95,False
2019-12-20,97,False
2019-12-21,74,False
2019-12-22,92,False
2019-12-23,57,False
2019-12-24,69,False
2019-12-25,0,False
2019-12-26,83,False
2019-12-27,82,False
2019-12-28,59,False
