date,Retard livraison,isPartial
2021-09-26,74,False
2021-09-27,0,False
2021-09-28,36,False
2021-09-29,38,False
2021-09-30,35,False
2021-10-01,54,False
2021-10-02,27,False
2021-10-03,43,False
2021-10-04,18,False
2021-10-05,22,False
2021-10-06,0,False
2021-10-07,0,False
2021-10-08,0,False
2021-10-09,44,False
2021-10-10,60,False
2021-10-11,37,False
2021-10-12,0,False
2021-10-13,0,False
2021-10-14,0,False
2021-10-15,100,False
2021-10-16,0,False
2021-10-17,0,False
2021-10-18,39,False
2021-10-19,17,False
2021-10-20,54,False
2021-10-21,26,False
2021-10-22,25,False
2021-10-23,34,False
2021-10-24,0,False
2021-10-25,34,False
2021-10-26,36,False
2021-10-27,42,False
2021-10-28,32,False
2021-10-29,85,False
2021-10-30,30,False
2021-10-31,20,False
2021-11-01,31,False
2021-11-02,52,False
2021-11-03,35,False
2021-11-04,78,False
2021-11-05,0,False
2021-11-06,66,False
2021-11-07,50,False
2021-11-08,29,False
2021-11-09,0,False
2021-11-10,40,False
2021-11-11,0,False
2021-11-12,45,False
2021-11-13,19,False
2021-11-14,20,False
2021-11-15,54,False
2021-11-16,53,False
2021-11-17,26,False
2021-11-18,35,False
2021-11-19,51,False
2021-11-20,0,False
2021-11-21,0,False
2021-11-22,38,False
2021-11-23,36,False
2021-11-24,65,False
2021-11-25,44,False
2021-11-26,40,False
2021-11-27,0,False
2021-11-28,0,False
2021-11-29,0,False
2021-11-30,95,False
2021-12-01,42,False
2021-12-02,82,False
2021-12-03,55,False
2021-12-04,96,False
2021-12-05,45,False
2021-12-06,22,False
2021-12-07,88,False
2021-12-08,67,False
2021-12-09,39,False
2021-12-10,31,False
2021-12-11,44,False
2021-12-12,38,False
2021-12-13,77,False
2021-12-14,0,False
2021-12-15,45,False
2021-12-16,76,False
2021-12-17,32,False
2021-12-18,0,False
2021-12-19,0,False
2021-12-20,43,False
2021-12-21,0,False
2021-12-22,32,False
2021-12-23,47,False
2021-12-24,56,False
2021-12-25,0,False
