date,Livraison domicile,isPartial
2020-09-27,41,False
2020-09-28,41,False
2020-09-29,42,False
2020-09-30,29,False
2020-10-01,37,False
2020-10-02,49,False
2020-10-03,41,False
2020-10-04,41,False
2020-10-05,42,False
2020-10-06,41,False
2020-10-07,44,False
2020-10-08,38,False
2020-10-09,35,False
2020-10-10,32,False
2020-10-11,36,False
2020-10-12,46,False
2020-10-13,34,False
2020-10-14,35,False
2020-10-15,46,False
2020-10-16,44,False
2020-10-17,45,False
2020-10-18,50,False
2020-10-19,40,False
2020-10-20,35,False
2020-10-21,36,False
2020-10-22,40,False
2020-10-23,49,False
2020-10-24,44,False
2020-10-25,39,False
2020-10-26,46,False
2020-10-27,45,False
2020-10-28,86,False
2020-10-29,99,False
2020-10-30,100,False
2020-10-31,87,False
2020-11-01,87,False
2020-11-02,90,False
2020-11-03,80,False
2020-11-04,83,False
2020-11-05,74,False
2020-11-06,88,False
2020-11-07,77,False
2020-11-08,81,False
2020-11-09,74,False
2020-11-10,70,False
2020-11-11,79,False
2020-11-12,57,False
2020-11-13,71,False
2020-11-14,71,False
2020-11-15,92,False
2020-11-16,69,False
2020-11-17,56,False
2020-11-18,59,False
2020-11-19,55,False
2020-11-20,47,False
2020-11-21,61,False
2020-11-22,44,False
2020-11-23,56,False
2020-11-24,43,False
2020-11-25,40,False
2020-11-26,44,False
2020-11-27,49,False
2020-11-28,58,False
2020-11-29,43,False
2020-11-30,39,False
2020-12-01,46,False
2020-12-02,49,False
2020-12-03,54,False
2020-12-04,53,False
2020-12-05,52,False
2020-12-06,46,False
2020-12-07,49,False
2020-12-08,42,False
2020-12-09,43,False
2020-12-10,44,False
2020-12-11,56,False
2020-12-12,52,False
2020-12-13,44,False
2020-12-14,51,False
2020-12-15,55,False
2020-12-16,54,False
2020-12-17,43,False
2020-12-18,54,False
2020-12-19,65,False
2020-12-20,63,False
2020-12-21,57,False
2020-12-22,55,False
2020-12-23,44,False
2020-12-24,33,False
2020-12-25,37,False
2020-12-26,53,False
