date,Livraison,isPartial
2017-01-01,76,False
2017-01-02,60,False
2017-01-03,56,False
2017-01-04,57,False
2017-01-05,58,False
2017-01-06,64,False
2017-01-07,66,False
2017-01-08,59,False
2017-01-09,54,False
2017-01-10,52,False
2017-01-11,58,False
2017-01-12,56,False
2017-01-13,61,False
2017-01-14,71,False
2017-01-15,67,False
2017-01-16,54,False
2017-01-17,62,False
2017-01-18,58,False
2017-01-19,57,False
2017-01-20,62,False
2017-01-21,70,False
2017-01-22,60,False
2017-01-23,57,False
2017-01-24,54,False
2017-01-25,57,False
2017-01-26,55,False
2017-01-27,60,False
2017-01-28,67,False
2017-01-29,61,False
2017-01-30,56,False
2017-01-31,49,False
2017-02-01,54,False
2017-02-02,59,False
2017-02-03,64,False
2017-02-04,67,False
2017-02-05,71,False
2017-02-06,59,False
2017-02-07,62,False
2017-02-08,59,False
2017-02-09,63,False
2017-02-10,68,False
2017-02-11,73,False
2017-02-12,77,False
2017-02-13,81,False
2017-02-14,100,False
2017-02-15,54,False
2017-02-16,55,False
2017-02-17,57,False
2017-02-18,63,False
2017-02-19,59,False
2017-02-20,56,False
2017-02-21,56,False
2017-02-22,57,False
2017-02-23,56,False
2017-02-24,55,False
2017-02-25,64,False
2017-02-26,64,False
2017-02-27,52,False
2017-02-28,59,False
2017-03-01,65,False
2017-03-02,57,False
2017-03-03,83,False
2017-03-04,89,False
2017-03-05,71,False
2017-03-06,58,False
2017-03-07,55,False
2017-03-08,56,False
2017-03-09,52,False
2017-03-10,60,False
2017-03-11,61,False
2017-03-12,61,False
2017-03-13,53,False
2017-03-14,54,False
2017-03-15,52,False
2017-03-16,54,False
2017-03-17,51,False
2017-03-18,60,False
2017-03-19,54,False
2017-03-20,49,False
2017-03-21,47,False
2017-03-22,48,False
2017-03-23,51,False
2017-03-24,56,False
2017-03-25,56,False
2017-03-26,61,False
2017-03-27,53,False
2017-03-28,51,False
2017-03-29,51,False
2017-03-30,52,False
2017-03-31,55,False
2017-04-01,64,False
