date,Livraison domicile,isPartial
2021-06-27,58,False
2021-06-28,57,False
2021-06-29,71,False
2021-06-30,74,False
2021-07-01,61,False
2021-07-02,71,False
2021-07-03,50,False
2021-07-04,66,False
2021-07-05,78,False
2021-07-06,83,False
2021-07-07,67,False
2021-07-08,59,False
2021-07-09,66,False
2021-07-10,62,False
2021-07-11,76,False
2021-07-12,60,False
2021-07-13,66,False
2021-07-14,59,False
2021-07-15,66,False
2021-07-16,67,False
2021-07-17,54,False
2021-07-18,78,False
2021-07-19,61,False
2021-07-20,62,False
2021-07-21,71,False
2021-07-22,86,False
2021-07-23,58,False
2021-07-24,70,False
2021-07-25,78,False
2021-07-26,70,False
2021-07-27,70,False
2021-07-28,63,False
2021-07-29,69,False
2021-07-30,66,False
2021-07-31,84,False
2021-08-01,80,False
2021-08-02,74,False
2021-08-03,70,False
2021-08-04,77,False
2021-08-05,56,False
2021-08-06,72,False
2021-08-07,83,False
2021-08-08,93,False
2021-08-09,83,False
2021-08-10,82,False
2021-08-11,76,False
2021-08-12,75,False
2021-08-13,74,False
2021-08-14,74,False
2021-08-15,79,False
2021-08-16,74,False
2021-08-17,72,False
2021-08-18,97,False
2021-08-19,61,False
2021-08-20,72,False
2021-08-21,84,False
2021-08-22,73,False
2021-08-23,57,False
2021-08-24,75,False
2021-08-25,81,False
2021-08-26,85,False
2021-08-27,60,False
2021-08-28,65,False
2021-08-29,78,False
2021-08-30,70,False
2021-08-31,82,False
2021-09-01,57,False
2021-09-02,49,False
2021-09-03,73,False
2021-09-04,58,False
2021-09-05,100,False
2021-09-06,76,False
2021-09-07,71,False
2021-09-08,72,False
2021-09-09,61,False
2021-09-10,73,False
2021-09-11,94,False
2021-09-12,62,False
2021-09-13,78,False
2021-09-14,49,False
2021-09-15,69,False
2021-09-16,57,False
2021-09-17,66,False
2021-09-18,61,False
2021-09-19,59,False
2021-09-20,57,False
2021-09-21,58,False
2021-09-22,58,False
2021-09-23,65,False
2021-09-24,82,False
2021-09-25,66,False
