date,colis,isPartial
2021-03-28,38,False
2021-03-29,69,False
2021-03-30,77,False
2021-03-31,78,False
2021-04-01,73,False
2021-04-02,75,False
2021-04-03,61,False
2021-04-04,35,False
2021-04-05,50,False
2021-04-06,69,False
2021-04-07,78,False
2021-04-08,82,False
2021-04-09,75,False
2021-04-10,74,False
2021-04-11,48,False
2021-04-12,83,False
2021-04-13,86,False
2021-04-14,85,False
2021-04-15,95,False
2021-04-16,93,False
2021-04-17,73,False
2021-04-18,45,False
2021-04-19,90,False
2021-04-20,100,False
2021-04-21,94,False
2021-04-22,89,False
2021-04-23,82,False
2021-04-24,70,False
2021-04-25,48,False
2021-04-26,82,False
2021-04-27,88,False
2021-04-28,83,False
2021-04-29,83,False
2021-04-30,80,False
2021-05-01,43,False
2021-05-02,49,False
2021-05-03,88,False
2021-05-04,92,False
2021-05-05,86,False
2021-05-06,91,False
2021-05-07,87,False
2021-05-08,61,False
2021-05-09,42,False
2021-05-10,92,False
2021-05-11,93,False
2021-05-12,93,False
2021-05-13,62,False
2021-05-14,90,False
2021-05-15,69,False
2021-05-16,48,False
2021-05-17,92,False
2021-05-18,89,False
2021-05-19,88,False
2021-05-20,86,False
2021-05-21,81,False
2021-05-22,67,False
2021-05-23,31,False
2021-05-24,54,False
2021-05-25,82,False
2021-05-26,77,False
2021-05-27,82,False
2021-05-28,72,False
2021-05-29,62,False
2021-05-30,33,False
2021-05-31,70,False
2021-06-01,67,False
2021-06-02,69,False
2021-06-03,66,False
2021-06-04,64,False
2021-06-05,53,False
2021-06-06,34,False
2021-06-07,68,False
2021-06-08,71,False
2021-06-09,73,False
2021-06-10,75,False
2021-06-11,63,False
2021-06-12,52,False
2021-06-13,36,False
2021-06-14,67,False
2021-06-15,69,False
2021-06-16,64,False
2021-06-17,68,False
2021-06-18,63,False
2021-06-19,43,False
2021-06-20,31,False
2021-06-21,61,False
2021-06-22,67,False
2021-06-23,62,False
2021-06-24,63,False
2021-06-25,64,False
2021-06-26,46,False
