date,Retard livraison,isPartial
2017-04-02,0,False
2017-04-03,0,False
2017-04-04,0,False
2017-04-05,29,False
2017-04-06,30,False
2017-04-07,0,False
2017-04-08,30,False
2017-04-09,0,False
2017-04-10,21,False
2017-04-11,55,False
2017-04-12,72,False
2017-04-13,0,False
2017-04-14,0,False
2017-04-15,27,False
2017-04-16,0,False
2017-04-17,0,False
2017-04-18,25,False
2017-04-19,33,False
2017-04-20,69,False
2017-04-21,25,False
2017-04-22,28,False
2017-04-23,24,False
2017-04-24,36,False
2017-04-25,43,False
2017-04-26,31,False
2017-04-27,30,False
2017-04-28,46,False
2017-04-29,0,False
2017-04-30,0,False
2017-05-01,0,False
2017-05-02,0,False
2017-05-03,24,False
2017-05-04,0,False
2017-05-05,52,False
2017-05-06,27,False
2017-05-07,0,False
2017-05-08,0,False
2017-05-09,36,False
2017-05-10,61,False
2017-05-11,49,False
2017-05-12,38,False
2017-05-13,0,False
2017-05-14,0,False
2017-05-15,32,False
2017-05-16,43,False
2017-05-17,26,False
2017-05-18,0,False
2017-05-19,27,False
2017-05-20,44,False
2017-05-21,0,False
2017-05-22,0,False
2017-05-23,0,False
2017-05-24,29,False
2017-05-25,48,False
2017-05-26,100,False
2017-05-27,0,False
2017-05-28,0,False
2017-05-29,48,False
2017-05-30,33,False
2017-05-31,31,False
2017-06-01,28,False
2017-06-02,0,False
2017-06-03,41,False
2017-06-04,42,False
2017-06-05,0,False
2017-06-06,62,False
2017-06-07,42,False
2017-06-08,22,False
2017-06-09,81,False
2017-06-10,0,False
2017-06-11,0,False
2017-06-12,49,False
2017-06-13,39,False
2017-06-14,37,False
2017-06-15,0,False
2017-06-16,0,False
2017-06-17,32,False
2017-06-18,0,False
2017-06-19,0,False
2017-06-20,31,False
2017-06-21,0,False
2017-06-22,20,False
2017-06-23,37,False
2017-06-24,89,False
2017-06-25,28,False
2017-06-26,75,False
2017-06-27,31,False
2017-06-28,27,False
2017-06-29,0,False
2017-06-30,47,False
2017-07-01,64,False
