date,Suivi colis,isPartial
2021-06-27,34,False
2021-06-28,60,False
2021-06-29,70,False
2021-06-30,72,False
2021-07-01,64,False
2021-07-02,52,False
2021-07-03,44,False
2021-07-04,31,False
2021-07-05,72,False
2021-07-06,77,False
2021-07-07,80,False
2021-07-08,76,False
2021-07-09,76,False
2021-07-10,65,False
2021-07-11,27,False
2021-07-12,74,False
2021-07-13,78,False
2021-07-14,47,False
2021-07-15,88,False
2021-07-16,100,False
2021-07-17,63,False
2021-07-18,37,False
2021-07-19,87,False
2021-07-20,85,False
2021-07-21,84,False
2021-07-22,81,False
2021-07-23,75,False
2021-07-24,45,False
2021-07-25,26,False
2021-07-26,60,False
2021-07-27,67,False
2021-07-28,74,False
2021-07-29,62,False
2021-07-30,68,False
2021-07-31,41,False
2021-08-01,29,False
2021-08-02,64,False
2021-08-03,71,False
2021-08-04,71,False
2021-08-05,65,False
2021-08-06,55,False
2021-08-07,48,False
2021-08-08,29,False
2021-08-09,73,False
2021-08-10,78,False
2021-08-11,83,False
2021-08-12,75,False
2021-08-13,64,False
2021-08-14,50,False
2021-08-15,29,False
2021-08-16,69,False
2021-08-17,75,False
2021-08-18,81,False
2021-08-19,79,False
2021-08-20,71,False
2021-08-21,51,False
2021-08-22,35,False
2021-08-23,67,False
2021-08-24,79,False
2021-08-25,81,False
2021-08-26,75,False
2021-08-27,68,False
2021-08-28,58,False
2021-08-29,32,False
2021-08-30,65,False
2021-08-31,72,False
2021-09-01,64,False
2021-09-02,63,False
2021-09-03,63,False
2021-09-04,45,False
2021-09-05,32,False
2021-09-06,59,False
2021-09-07,66,False
2021-09-08,65,False
2021-09-09,64,False
2021-09-10,61,False
2021-09-11,42,False
2021-09-12,32,False
2021-09-13,65,False
2021-09-14,72,False
2021-09-15,63,False
2021-09-16,72,False
2021-09-17,74,False
2021-09-18,48,False
2021-09-19,30,False
2021-09-20,63,False
2021-09-21,66,False
2021-09-22,73,False
2021-09-23,70,False
2021-09-24,63,False
2021-09-25,44,False
