date,Expédition colis,isPartial
2017-04-02,0,False
2017-04-03,32,False
2017-04-04,0,False
2017-04-05,0,False
2017-04-06,0,False
2017-04-07,38,False
2017-04-08,0,False
2017-04-09,0,False
2017-04-10,0,False
2017-04-11,0,False
2017-04-12,0,False
2017-04-13,26,False
2017-04-14,0,False
2017-04-15,0,False
2017-04-16,0,False
2017-04-17,0,False
2017-04-18,20,False
2017-04-19,0,False
2017-04-20,0,False
2017-04-21,0,False
2017-04-22,0,False
2017-04-23,0,False
2017-04-24,60,False
2017-04-25,0,False
2017-04-26,24,False
2017-04-27,0,False
2017-04-28,0,False
2017-04-29,0,False
2017-04-30,27,False
2017-05-01,0,False
2017-05-02,22,False
2017-05-03,30,False
2017-05-04,0,False
2017-05-05,0,False
2017-05-06,0,False
2017-05-07,21,False
2017-05-08,30,False
2017-05-09,0,False
2017-05-10,21,False
2017-05-11,0,False
2017-05-12,0,False
2017-05-13,47,False
2017-05-14,0,False
2017-05-15,0,False
2017-05-16,0,False
2017-05-17,58,False
2017-05-18,0,False
2017-05-19,0,False
2017-05-20,22,False
2017-05-21,24,False
2017-05-22,50,False
2017-05-23,43,False
2017-05-24,0,False
2017-05-25,0,False
2017-05-26,0,False
2017-05-27,0,False
2017-05-28,0,False
2017-05-29,0,False
2017-05-30,0,False
2017-05-31,0,False
2017-06-01,54,False
2017-06-02,24,False
2017-06-03,43,False
2017-06-04,0,False
2017-06-05,0,False
2017-06-06,0,False
2017-06-07,0,False
2017-06-08,0,False
2017-06-09,0,False
2017-06-10,0,False
2017-06-11,0,False
2017-06-12,0,False
2017-06-13,21,False
2017-06-14,0,False
2017-06-15,0,False
2017-06-16,77,False
2017-06-17,35,False
2017-06-18,27,False
2017-06-19,0,False
2017-06-20,0,False
2017-06-21,0,False
2017-06-22,0,False
2017-06-23,39,False
2017-06-24,0,False
2017-06-25,100,False
2017-06-26,0,False
2017-06-27,0,False
2017-06-28,85,False
2017-06-29,28,False
2017-06-30,0,False
2017-07-01,21,False
