date,Tarif colis,isPartial
2022-06-26,30,False
2022-06-27,56,False
2022-06-28,48,False
2022-06-29,67,False
2022-06-30,49,False
2022-07-01,42,False
2022-07-02,53,False
2022-07-03,36,False
2022-07-04,37,False
2022-07-05,47,False
2022-07-06,62,False
2022-07-07,33,False
2022-07-08,10,False
2022-07-09,44,False
2022-07-10,61,False
2022-07-11,29,False
2022-07-12,29,False
2022-07-13,42,False
2022-07-14,11,False
2022-07-15,16,False
2022-07-16,20,False
2022-07-17,42,False
2022-07-18,40,False
2022-07-19,27,False
2022-07-20,48,False
2022-07-21,97,False
2022-07-22,49,False
2022-07-23,29,False
2022-07-24,34,False
2022-07-25,28,False
2022-07-26,61,False
2022-07-27,35,False
2022-07-28,29,False
2022-07-29,16,False
2022-07-30,0,False
2022-07-31,12,False
2022-08-01,55,False
2022-08-02,36,False
2022-08-03,32,False
2022-08-04,32,False
2022-08-05,44,False
2022-08-06,28,False
2022-08-07,31,False
2022-08-08,64,False
2022-08-09,69,False
2022-08-10,45,False
2022-08-11,27,False
2022-08-12,53,False
2022-08-13,24,False
2022-08-14,10,False
2022-08-15,49,False
2022-08-16,31,False
2022-08-17,81,False
2022-08-18,34,False
2022-08-19,58,False
2022-08-20,17,False
2022-08-21,57,False
2022-08-22,52,False
2022-08-23,58,False
2022-08-24,24,False
2022-08-25,59,False
2022-08-26,48,False
2022-08-27,44,False
2022-08-28,31,False
2022-08-29,57,False
2022-08-30,27,False
2022-08-31,100,False
2022-09-01,36,False
2022-09-02,29,False
2022-09-03,22,False
2022-09-04,36,False
2022-09-05,37,False
2022-09-06,63,False
2022-09-07,68,False
2022-09-08,39,False
2022-09-09,42,False
2022-09-10,49,False
2022-09-11,66,False
2022-09-12,44,False
2022-09-13,26,False
2022-09-14,21,False
2022-09-15,37,False
2022-09-16,55,False
2022-09-17,51,False
2022-09-18,40,False
2022-09-19,52,False
2022-09-20,40,False
2022-09-21,26,False
2022-09-22,50,False
2022-09-23,14,False
2022-09-24,51,False
