date,Envoi colis,isPartial
2017-12-31,36,False
2018-01-01,45,False
2018-01-02,100,False
2018-01-03,87,False
2018-01-04,69,False
2018-01-05,61,False
2018-01-06,61,False
2018-01-07,94,False
2018-01-08,49,False
2018-01-09,80,False
2018-01-10,73,False
2018-01-11,80,False
2018-01-12,48,False
2018-01-13,32,False
2018-01-14,44,False
2018-01-15,61,False
2018-01-16,76,False
2018-01-17,49,False
2018-01-18,35,False
2018-01-19,85,False
2018-01-20,55,False
2018-01-21,51,False
2018-01-22,56,False
2018-01-23,93,False
2018-01-24,73,False
2018-01-25,50,False
2018-01-26,46,False
2018-01-27,51,False
2018-01-28,80,False
2018-01-29,48,False
2018-01-30,61,False
2018-01-31,70,False
2018-02-01,51,False
2018-02-02,45,False
2018-02-03,31,False
2018-02-04,58,False
2018-02-05,59,False
2018-02-06,44,False
2018-02-07,62,False
2018-02-08,53,False
2018-02-09,59,False
2018-02-10,54,False
2018-02-11,58,False
2018-02-12,70,False
2018-02-13,41,False
2018-02-14,47,False
2018-02-15,52,False
2018-02-16,75,False
2018-02-17,41,False
2018-02-18,36,False
2018-02-19,38,False
2018-02-20,73,False
2018-02-21,63,False
2018-02-22,55,False
2018-02-23,33,False
2018-02-24,33,False
2018-02-25,42,False
2018-02-26,56,False
2018-02-27,43,False
2018-02-28,94,False
2018-03-01,68,False
2018-03-02,44,False
2018-03-03,72,False
2018-03-04,42,False
2018-03-05,69,False
2018-03-06,62,False
2018-03-07,79,False
2018-03-08,79,False
2018-03-09,50,False
2018-03-10,41,False
2018-03-11,54,False
2018-03-12,55,False
2018-03-13,65,False
2018-03-14,71,False
2018-03-15,62,False
2018-03-16,67,False
2018-03-17,47,False
2018-03-18,43,False
2018-03-19,56,False
2018-03-20,49,False
2018-03-21,68,False
2018-03-22,46,False
2018-03-23,50,False
2018-03-24,44,False
2018-03-25,35,False
2018-03-26,61,False
2018-03-27,74,False
2018-03-28,43,False
2018-03-29,65,False
2018-03-30,32,False
2018-03-31,38,False
