date,Envoi colis,isPartial
2023-06-25,37,False
2023-06-26,82,False
2023-06-27,69,False
2023-06-28,60,False
2023-06-29,62,False
2023-06-30,49,False
2023-07-01,51,False
2023-07-02,63,False
2023-07-03,62,False
2023-07-04,69,False
2023-07-05,60,False
2023-07-06,83,False
2023-07-07,72,False
2023-07-08,43,False
2023-07-09,27,False
2023-07-10,85,False
2023-07-11,72,False
2023-07-12,66,False
2023-07-13,65,False
2023-07-14,65,False
2023-07-15,50,False
2023-07-16,43,False
2023-07-17,82,False
2023-07-18,85,False
2023-07-19,100,False
2023-07-20,79,False
2023-07-21,66,False
2023-07-22,58,False
2023-07-23,71,False
2023-07-24,57,False
2023-07-25,60,False
2023-07-26,49,False
2023-07-27,58,False
2023-07-28,76,False
2023-07-29,41,False
2023-07-30,32,False
2023-07-31,84,False
2023-08-01,69,False
