date,Service de livraison,isPartial
2017-04-02,0,False
2017-04-03,65,False
2017-04-04,21,False
2017-04-05,0,False
2017-04-06,0,False
2017-04-07,23,False
2017-04-08,0,False
2017-04-09,32,False
2017-04-10,0,False
2017-04-11,44,False
2017-04-12,0,False
2017-04-13,20,False
2017-04-14,27,False
2017-04-15,0,False
2017-04-16,0,False
2017-04-17,0,False
2017-04-18,37,False
2017-04-19,62,False
2017-04-20,63,False
2017-04-21,0,False
2017-04-22,35,False
2017-04-23,0,False
2017-04-24,0,False
2017-04-25,19,False
2017-04-26,35,False
2017-04-27,0,False
2017-04-28,0,False
2017-04-29,35,False
2017-04-30,0,False
2017-05-01,15,False
2017-05-02,0,False
2017-05-03,29,False
2017-05-04,20,False
2017-05-05,33,False
2017-05-06,0,False
2017-05-07,100,False
2017-05-08,33,False
2017-05-09,15,False
2017-05-10,16,False
2017-05-11,0,False
2017-05-12,0,False
2017-05-13,0,False
2017-05-14,27,False
2017-05-15,30,False
2017-05-16,0,False
2017-05-17,0,False
2017-05-18,0,False
2017-05-19,0,False
2017-05-20,0,False
2017-05-21,0,False
2017-05-22,0,False
2017-05-23,0,False
2017-05-24,0,False
2017-05-25,0,False
2017-05-26,38,False
2017-05-27,0,False
2017-05-28,30,False
2017-05-29,19,False
2017-05-30,0,False
2017-05-31,46,False
2017-06-01,0,False
2017-06-02,16,False
2017-06-03,0,False
2017-06-04,0,False
2017-06-05,0,False
2017-06-06,25,False
2017-06-07,14,False
2017-06-08,0,False
2017-06-09,23,False
2017-06-10,0,False
2017-06-11,22,False
2017-06-12,0,False
2017-06-13,37,False
2017-06-14,21,False
2017-06-15,0,False
2017-06-16,16,False
2017-06-17,0,False
2017-06-18,33,False
2017-06-19,0,False
2017-06-20,41,False
2017-06-21,21,False
2017-06-22,47,False
2017-06-23,26,False
2017-06-24,0,False
2017-06-25,18,False
2017-06-26,24,False
2017-06-27,21,False
2017-06-28,0,False
2017-06-29,39,False
2017-06-30,54,False
2017-07-01,33,False
