date,Point relais,isPartial
2017-04-02,36,False
2017-04-03,69,False
2017-04-04,73,False
2017-04-05,61,False
2017-04-06,62,False
2017-04-07,71,False
2017-04-08,56,False
2017-04-09,38,False
2017-04-10,60,False
2017-04-11,71,False
2017-04-12,74,False
2017-04-13,73,False
2017-04-14,58,False
2017-04-15,60,False
2017-04-16,12,False
2017-04-17,56,False
2017-04-18,64,False
2017-04-19,59,False
2017-04-20,63,False
2017-04-21,82,False
2017-04-22,56,False
2017-04-23,28,False
2017-04-24,56,False
2017-04-25,68,False
2017-04-26,71,False
2017-04-27,54,False
2017-04-28,57,False
2017-04-29,50,False
2017-04-30,33,False
2017-05-01,41,False
2017-05-02,61,False
2017-05-03,78,False
2017-05-04,75,False
2017-05-05,68,False
2017-05-06,66,False
2017-05-07,28,False
2017-05-08,34,False
2017-05-09,85,False
2017-05-10,89,False
2017-05-11,68,False
2017-05-12,100,False
2017-05-13,79,False
2017-05-14,41,False
2017-05-15,68,False
2017-05-16,81,False
2017-05-17,67,False
2017-05-18,67,False
2017-05-19,96,False
2017-05-20,77,False
2017-05-21,43,False
2017-05-22,75,False
2017-05-23,71,False
2017-05-24,78,False
2017-05-25,33,False
2017-05-26,61,False
2017-05-27,44,False
2017-05-28,38,False
2017-05-29,59,False
2017-05-30,63,False
2017-05-31,66,False
2017-06-01,52,False
2017-06-02,65,False
2017-06-03,54,False
2017-06-04,44,False
2017-06-05,50,False
2017-06-06,75,False
2017-06-07,76,False
2017-06-08,76,False
2017-06-09,79,False
2017-06-10,62,False
2017-06-11,40,False
2017-06-12,61,False
2017-06-13,83,False
2017-06-14,58,False
2017-06-15,86,False
2017-06-16,94,False
2017-06-17,81,False
2017-06-18,40,False
2017-06-19,75,False
2017-06-20,52,False
2017-06-21,78,False
2017-06-22,61,False
2017-06-23,83,False
2017-06-24,51,False
2017-06-25,48,False
2017-06-26,65,False
2017-06-27,48,False
2017-06-28,83,False
2017-06-29,67,False
2017-06-30,87,False
2017-07-01,76,False
