date,Livraison domicile,isPartial
2017-07-02,60,False
2017-07-03,52,False
2017-07-04,51,False
2017-07-05,56,False
2017-07-06,52,False
2017-07-07,50,False
2017-07-08,81,False
2017-07-09,100,False
2017-07-10,55,False
2017-07-11,59,False
2017-07-12,69,False
2017-07-13,59,False
2017-07-14,56,False
2017-07-15,66,False
2017-07-16,82,False
2017-07-17,48,False
2017-07-18,59,False
2017-07-19,57,False
2017-07-20,60,False
2017-07-21,60,False
2017-07-22,75,False
2017-07-23,53,False
2017-07-24,62,False
2017-07-25,51,False
2017-07-26,57,False
2017-07-27,30,False
2017-07-28,41,False
2017-07-29,53,False
2017-07-30,65,False
2017-07-31,55,False
2017-08-01,34,False
2017-08-02,50,False
2017-08-03,57,False
2017-08-04,59,False
2017-08-05,67,False
2017-08-06,77,False
2017-08-07,58,False
2017-08-08,67,False
2017-08-09,65,False
2017-08-10,66,False
2017-08-11,67,False
2017-08-12,72,False
2017-08-13,69,False
2017-08-14,48,False
2017-08-15,57,False
2017-08-16,52,False
2017-08-17,71,False
2017-08-18,48,False
2017-08-19,56,False
2017-08-20,66,False
2017-08-21,67,False
2017-08-22,50,False
2017-08-23,50,False
2017-08-24,54,False
2017-08-25,46,False
2017-08-26,56,False
2017-08-27,56,False
2017-08-28,43,False
2017-08-29,60,False
2017-08-30,59,False
2017-08-31,41,False
2017-09-01,73,False
2017-09-02,73,False
2017-09-03,83,False
2017-09-04,52,False
2017-09-05,64,False
2017-09-06,70,False
2017-09-07,39,False
2017-09-08,63,False
2017-09-09,61,False
2017-09-10,64,False
2017-09-11,47,False
2017-09-12,64,False
2017-09-13,54,False
2017-09-14,43,False
2017-09-15,52,False
2017-09-16,63,False
2017-09-17,71,False
2017-09-18,55,False
2017-09-19,46,False
2017-09-20,39,False
2017-09-21,60,False
2017-09-22,56,False
2017-09-23,54,False
2017-09-24,62,False
2017-09-25,76,False
2017-09-26,63,False
2017-09-27,53,False
2017-09-28,46,False
2017-09-29,52,False
2017-09-30,80,False
