date,Livraison,isPartial
2019-06-30,80,False
2019-07-01,70,False
2019-07-02,65,False
2019-07-03,70,False
2019-07-04,68,False
2019-07-05,64,False
2019-07-06,67,False
2019-07-07,73,False
2019-07-08,68,False
2019-07-09,68,False
2019-07-10,58,False
2019-07-11,63,False
2019-07-12,66,False
2019-07-13,62,False
2019-07-14,64,False
2019-07-15,71,False
2019-07-16,64,False
2019-07-17,70,False
2019-07-18,61,False
2019-07-19,60,False
2019-07-20,62,False
2019-07-21,62,False
2019-07-22,67,False
2019-07-23,71,False
2019-07-24,61,False
2019-07-25,67,False
2019-07-26,59,False
2019-07-27,64,False
2019-07-28,65,False
2019-07-29,67,False
2019-07-30,60,False
2019-07-31,61,False
2019-08-01,72,False
2019-08-02,65,False
2019-08-03,68,False
2019-08-04,72,False
2019-08-05,70,False
2019-08-06,74,False
2019-08-07,66,False
2019-08-08,63,False
2019-08-09,64,False
2019-08-10,67,False
2019-08-11,84,False
2019-08-12,73,False
2019-08-13,63,False
2019-08-14,77,False
2019-08-15,66,False
2019-08-16,64,False
2019-08-17,70,False
2019-08-18,75,False
2019-08-19,72,False
2019-08-20,69,False
2019-08-21,61,False
2019-08-22,65,False
2019-08-23,88,False
2019-08-24,93,False
2019-08-25,100,False
2019-08-26,89,False
2019-08-27,90,False
2019-08-28,91,False
2019-08-29,83,False
2019-08-30,83,False
2019-08-31,93,False
2019-09-01,95,False
2019-09-02,77,False
2019-09-03,84,False
2019-09-04,85,False
2019-09-05,61,False
2019-09-06,67,False
2019-09-07,65,False
2019-09-08,69,False
2019-09-09,63,False
2019-09-10,58,False
2019-09-11,67,False
2019-09-12,58,False
2019-09-13,68,False
2019-09-14,66,False
2019-09-15,65,False
2019-09-16,59,False
2019-09-17,64,False
2019-09-18,61,False
2019-09-19,53,False
2019-09-20,84,False
2019-09-21,61,False
2019-09-22,69,False
2019-09-23,60,False
2019-09-24,61,False
2019-09-25,56,False
2019-09-26,65,False
2019-09-27,69,False
2019-09-28,62,False
