date,colis,isPartial
2018-07-01,100,False
2018-07-02,68,False
2018-07-03,50,False
2018-07-04,44,False
2018-07-05,45,False
2018-07-06,39,False
2018-07-07,36,False
2018-07-08,25,False
2018-07-09,45,False
2018-07-10,44,False
2018-07-11,48,False
2018-07-12,48,False
2018-07-13,47,False
2018-07-14,23,False
2018-07-15,16,False
2018-07-16,47,False
2018-07-17,56,False
2018-07-18,56,False
2018-07-19,49,False
2018-07-20,42,False
2018-07-21,40,False
2018-07-22,24,False
2018-07-23,43,False
2018-07-24,44,False
2018-07-25,48,False
2018-07-26,47,False
2018-07-27,42,False
2018-07-28,35,False
2018-07-29,24,False
2018-07-30,43,False
2018-07-31,49,False
2018-08-01,54,False
2018-08-02,46,False
2018-08-03,47,False
2018-08-04,35,False
2018-08-05,20,False
2018-08-06,43,False
2018-08-07,50,False
2018-08-08,57,False
2018-08-09,50,False
2018-08-10,46,False
2018-08-11,39,False
2018-08-12,24,False
2018-08-13,44,False
2018-08-14,49,False
2018-08-15,29,False
2018-08-16,52,False
2018-08-17,56,False
2018-08-18,38,False
2018-08-19,25,False
2018-08-20,47,False
2018-08-21,55,False
2018-08-22,55,False
2018-08-23,46,False
2018-08-24,46,False
2018-08-25,31,False
2018-08-26,23,False
2018-08-27,40,False
2018-08-28,44,False
2018-08-29,49,False
2018-08-30,44,False
2018-08-31,47,False
2018-09-01,35,False
2018-09-02,23,False
2018-09-03,39,False
2018-09-04,44,False
2018-09-05,47,False
2018-09-06,44,False
2018-09-07,49,False
2018-09-08,36,False
2018-09-09,21,False
2018-09-10,45,False
2018-09-11,49,False
2018-09-12,51,False
2018-09-13,46,False
2018-09-14,43,False
2018-09-15,34,False
2018-09-16,23,False
2018-09-17,42,False
2018-09-18,43,False
2018-09-19,53,False
2018-09-20,48,False
2018-09-21,41,False
2018-09-22,32,False
2018-09-23,20,False
2018-09-24,44,False
2018-09-25,47,False
2018-09-26,44,False
2018-09-27,50,False
2018-09-28,45,False
2018-09-29,35,False
