date,Délai livraison,isPartial
2020-12-27,38,False
2020-12-28,54,False
2020-12-29,62,False
2020-12-30,0,False
2020-12-31,26,False
2021-01-01,18,False
2021-01-02,0,False
2021-01-03,22,False
2021-01-04,0,False
2021-01-05,88,False
2021-01-06,19,False
2021-01-07,22,False
2021-01-08,59,False
2021-01-09,63,False
2021-01-10,16,False
2021-01-11,18,False
2021-01-12,85,False
2021-01-13,57,False
2021-01-14,51,False
2021-01-15,60,False
2021-01-16,24,False
2021-01-17,28,False
2021-01-18,49,False
2021-01-19,54,False
2021-01-20,23,False
2021-01-21,100,False
2021-01-22,41,False
2021-01-23,21,False
2021-01-24,47,False
2021-01-25,0,False
2021-01-26,53,False
2021-01-27,39,False
2021-01-28,34,False
2021-01-29,33,False
2021-01-30,17,False
2021-01-31,22,False
2021-02-01,36,False
2021-02-02,56,False
2021-02-03,60,False
2021-02-04,44,False
2021-02-05,20,False
2021-02-06,28,False
2021-02-07,28,False
2021-02-08,50,False
2021-02-09,75,False
2021-02-10,30,False
2021-02-11,54,False
2021-02-12,26,False
2021-02-13,21,False
2021-02-14,0,False
2021-02-15,95,False
2021-02-16,45,False
2021-02-17,15,False
2021-02-18,56,False
2021-02-19,49,False
2021-02-20,0,False
2021-02-21,0,False
2021-02-22,24,False
2021-02-23,14,False
2021-02-24,40,False
2021-02-25,66,False
2021-02-26,23,False
2021-02-27,42,False
2021-02-28,14,False
2021-03-01,55,False
2021-03-02,30,False
2021-03-03,63,False
2021-03-04,33,False
2021-03-05,83,False
2021-03-06,41,False
2021-03-07,30,False
2021-03-08,0,False
2021-03-09,82,False
2021-03-10,49,False
2021-03-11,87,False
2021-03-12,48,False
2021-03-13,64,False
2021-03-14,42,False
2021-03-15,23,False
2021-03-16,33,False
2021-03-17,47,False
2021-03-18,52,False
2021-03-19,32,False
2021-03-20,53,False
2021-03-21,49,False
2021-03-22,23,False
2021-03-23,62,False
2021-03-24,76,False
2021-03-25,24,False
2021-03-26,0,False
2021-03-27,13,False
