date,Suivi colis,isPartial
2019-03-31,19,False
2019-04-01,45,False
2019-04-02,50,False
2019-04-03,48,False
2019-04-04,52,False
2019-04-05,49,False
2019-04-06,31,False
2019-04-07,18,False
2019-04-08,63,False
2019-04-09,68,False
2019-04-10,71,False
2019-04-11,62,False
2019-04-12,64,False
2019-04-13,44,False
2019-04-14,21,False
2019-04-15,50,False
2019-04-16,59,False
2019-04-17,67,False
2019-04-18,66,False
2019-04-19,46,False
2019-04-20,40,False
2019-04-21,15,False
2019-04-22,27,False
2019-04-23,55,False
2019-04-24,78,False
2019-04-25,100,False
2019-04-26,79,False
2019-04-27,55,False
2019-04-28,29,False
2019-04-29,80,False
2019-04-30,77,False
2019-05-01,40,False
2019-05-02,97,False
2019-05-03,91,False
2019-05-04,65,False
2019-05-05,25,False
2019-05-06,58,False
2019-05-07,65,False
2019-05-08,27,False
2019-05-09,74,False
2019-05-10,85,False
2019-05-11,57,False
2019-05-12,29,False
2019-05-13,70,False
2019-05-14,81,False
2019-05-15,78,False
2019-05-16,73,False
2019-05-17,69,False
2019-05-18,39,False
2019-05-19,22,False
2019-05-20,58,False
2019-05-21,69,False
2019-05-22,65,False
2019-05-23,70,False
2019-05-24,61,False
2019-05-25,48,False
2019-05-26,21,False
2019-05-27,52,False
2019-05-28,53,False
2019-05-29,57,False
2019-05-30,31,False
2019-05-31,51,False
2019-06-01,40,False
2019-06-02,25,False
2019-06-03,54,False
2019-06-04,59,False
2019-06-05,64,False
2019-06-06,77,False
2019-06-07,54,False
2019-06-08,36,False
2019-06-09,17,False
2019-06-10,28,False
2019-06-11,66,False
2019-06-12,62,False
2019-06-13,73,False
2019-06-14,76,False
2019-06-15,43,False
2019-06-16,24,False
2019-06-17,62,False
2019-06-18,59,False
2019-06-19,68,False
2019-06-20,62,False
2019-06-21,59,False
2019-06-22,46,False
2019-06-23,21,False
2019-06-24,67,False
2019-06-25,65,False
2019-06-26,57,False
2019-06-27,59,False
2019-06-28,54,False
2019-06-29,43,False
