date,Délai livraison,isPartial
2017-01-01,0,False
2017-01-02,47,False
2017-01-03,16,False
2017-01-04,20,False
2017-01-05,23,False
2017-01-06,73,False
2017-01-07,46,False
2017-01-08,0,False
2017-01-09,48,False
2017-01-10,0,False
2017-01-11,34,False
2017-01-12,16,False
2017-01-13,26,False
2017-01-14,46,False
2017-01-15,48,False
2017-01-16,18,False
2017-01-17,46,False
2017-01-18,22,False
2017-01-19,74,False
2017-01-20,31,False
2017-01-21,0,False
2017-01-22,0,False
2017-01-23,0,False
2017-01-24,41,False
2017-01-25,37,False
2017-01-26,0,False
2017-01-27,36,False
2017-01-28,0,False
2017-01-29,0,False
2017-01-30,0,False
2017-01-31,26,False
2017-02-01,0,False
2017-02-02,60,False
2017-02-03,30,False
2017-02-04,33,False
2017-02-05,0,False
2017-02-06,100,False
2017-02-07,45,False
2017-02-08,18,False
2017-02-09,25,False
2017-02-10,39,False
2017-02-11,0,False
2017-02-12,21,False
2017-02-13,14,False
2017-02-14,42,False
2017-02-15,44,False
2017-02-16,32,False
2017-02-17,0,False
2017-02-18,20,False
2017-02-19,0,False
2017-02-20,38,False
2017-02-21,0,False
2017-02-22,51,False
2017-02-23,50,False
2017-02-24,49,False
2017-02-25,0,False
2017-02-26,20,False
2017-02-27,0,False
2017-02-28,49,False
2017-03-01,62,False
2017-03-02,0,False
2017-03-03,40,False
2017-03-04,0,False
2017-03-05,39,False
2017-03-06,46,False
2017-03-07,54,False
2017-03-08,34,False
2017-03-09,42,False
2017-03-10,0,False
2017-03-11,20,False
2017-03-12,22,False
2017-03-13,52,False
2017-03-14,41,False
2017-03-15,53,False
2017-03-16,22,False
2017-03-17,38,False
2017-03-18,27,False
2017-03-19,43,False
2017-03-20,0,False
2017-03-21,14,False
2017-03-22,0,False
2017-03-23,0,False
2017-03-24,24,False
2017-03-25,26,False
2017-03-26,0,False
2017-03-27,68,False
2017-03-28,38,False
2017-03-29,63,False
2017-03-30,25,False
2017-03-31,20,False
2017-04-01,15,False
