date,Délai livraison,isPartial
2021-09-26,48,False
2021-09-27,27,False
2021-09-28,37,False
2021-09-29,36,False
2021-09-30,53,False
2021-10-01,45,False
2021-10-02,45,False
2021-10-03,29,False
2021-10-04,18,False
2021-10-05,44,False
2021-10-06,19,False
2021-10-07,23,False
2021-10-08,0,False
2021-10-09,34,False
2021-10-10,56,False
2021-10-11,72,False
2021-10-12,57,False
2021-10-13,63,False
2021-10-14,70,False
2021-10-15,27,False
2021-10-16,17,False
2021-10-17,22,False
2021-10-18,38,False
2021-10-19,47,False
2021-10-20,51,False
2021-10-21,55,False
2021-10-22,37,False
2021-10-23,29,False
2021-10-24,24,False
2021-10-25,33,False
2021-10-26,49,False
2021-10-27,22,False
2021-10-28,20,False
2021-10-29,31,False
2021-10-30,15,False
2021-10-31,55,False
2021-11-01,27,False
2021-11-02,34,False
2021-11-03,39,False
2021-11-04,76,False
2021-11-05,73,False
2021-11-06,41,False
2021-11-07,14,False
2021-11-08,22,False
2021-11-09,13,False
2021-11-10,34,False
2021-11-11,31,False
2021-11-12,49,False
2021-11-13,0,False
2021-11-14,0,False
2021-11-15,100,False
2021-11-16,0,False
2021-11-17,36,False
2021-11-18,35,False
2021-11-19,72,False
2021-11-20,38,False
2021-11-21,18,False
2021-11-22,29,False
2021-11-23,43,False
2021-11-24,40,False
2021-11-25,38,False
2021-11-26,38,False
2021-11-27,34,False
2021-11-28,18,False
2021-11-29,24,False
2021-11-30,52,False
2021-12-01,29,False
2021-12-02,36,False
2021-12-03,36,False
2021-12-04,16,False
2021-12-05,65,False
2021-12-06,53,False
2021-12-07,57,False
2021-12-08,49,False
2021-12-09,40,False
2021-12-10,39,False
2021-12-11,63,False
2021-12-12,25,False
2021-12-13,55,False
2021-12-14,39,False
2021-12-15,63,False
2021-12-16,50,False
2021-12-17,31,False
2021-12-18,67,False
2021-12-19,27,False
2021-12-20,53,False
2021-12-21,90,False
2021-12-22,15,False
2021-12-23,33,False
2021-12-24,0,False
2021-12-25,20,False
