date,Livraison,isPartial
2022-12-25,55,False
2022-12-26,71,False
2022-12-27,72,False
2022-12-28,74,False
2022-12-29,69,False
2022-12-30,66,False
2022-12-31,56,False
2023-01-01,61,False
2023-01-02,67,False
2023-01-03,67,False
2023-01-04,63,False
2023-01-05,71,False
2023-01-06,70,False
2023-01-07,65,False
2023-01-08,69,False
2023-01-09,66,False
2023-01-10,66,False
2023-01-11,67,False
2023-01-12,62,False
2023-01-13,67,False
2023-01-14,73,False
2023-01-15,57,False
2023-01-16,70,False
2023-01-17,63,False
2023-01-18,66,False
2023-01-19,69,False
2023-01-20,65,False
2023-01-21,71,False
2023-01-22,61,False
2023-01-23,68,False
2023-01-24,65,False
2023-01-25,68,False
2023-01-26,68,False
2023-01-27,73,False
2023-01-28,73,False
2023-01-29,57,False
2023-01-30,70,False
2023-01-31,67,False
2023-02-01,70,False
2023-02-02,65,False
2023-02-03,72,False
2023-02-04,75,False
2023-02-05,65,False
2023-02-06,70,False
2023-02-07,74,False
2023-02-08,72,False
2023-02-09,70,False
2023-02-10,73,False
2023-02-11,73,False
2023-02-12,70,False
2023-02-13,91,False
2023-02-14,100,False
2023-02-15,70,False
2023-02-16,65,False
2023-02-17,64,False
2023-02-18,61,False
2023-02-19,58,False
2023-02-20,66,False
2023-02-21,66,False
2023-02-22,63,False
2023-02-23,59,False
2023-02-24,68,False
2023-02-25,56,False
2023-02-26,58,False
2023-02-27,65,False
2023-02-28,69,False
2023-03-01,73,False
2023-03-02,74,False
2023-03-03,75,False
2023-03-04,75,False
2023-03-05,67,False
2023-03-06,64,False
2023-03-07,71,False
2023-03-08,66,False
2023-03-09,66,False
2023-03-10,68,False
2023-03-11,71,False
2023-03-12,62,False
2023-03-13,63,False
2023-03-14,63,False
2023-03-15,61,False
2023-03-16,56,False
2023-03-17,64,False
2023-03-18,60,False
2023-03-19,54,False
2023-03-20,57,False
2023-03-21,60,False
2023-03-22,61,False
2023-03-23,56,False
2023-03-24,53,False
2023-03-25,58,False
