date,Livraison,isPartial
2018-12-30,71,False
2018-12-31,65,False
2019-01-01,89,False
2019-01-02,67,False
2019-01-03,69,False
2019-01-04,81,False
2019-01-05,75,False
2019-01-06,69,False
2019-01-07,61,False
2019-01-08,62,False
2019-01-09,68,False
2019-01-10,62,False
2019-01-11,73,False
2019-01-12,80,False
2019-01-13,78,False
2019-01-14,70,False
2019-01-15,73,False
2019-01-16,60,False
2019-01-17,64,False
2019-01-18,66,False
2019-01-19,67,False
2019-01-20,73,False
2019-01-21,60,False
2019-01-22,64,False
2019-01-23,65,False
2019-01-24,62,False
2019-01-25,73,False
2019-01-26,68,False
2019-01-27,63,False
2019-01-28,59,False
2019-01-29,66,False
2019-01-30,64,False
2019-01-31,69,False
2019-02-01,72,False
2019-02-02,78,False
2019-02-03,72,False
2019-02-04,66,False
2019-02-05,75,False
2019-02-06,75,False
2019-02-07,69,False
2019-02-08,73,False
2019-02-09,80,False
2019-02-10,85,False
2019-02-11,80,False
2019-02-12,81,False
2019-02-13,88,False
2019-02-14,100,False
2019-02-15,72,False
2019-02-16,71,False
2019-02-17,63,False
2019-02-18,57,False
2019-02-19,61,False
2019-02-20,63,False
2019-02-21,59,False
2019-02-22,62,False
2019-02-23,68,False
2019-02-24,64,False
2019-02-25,61,False
2019-02-26,65,False
2019-02-27,69,False
2019-02-28,64,False
2019-03-01,73,False
2019-03-02,83,False
2019-03-03,77,False
2019-03-04,65,False
2019-03-05,74,False
2019-03-06,68,False
2019-03-07,63,False
2019-03-08,63,False
2019-03-09,71,False
2019-03-10,71,False
2019-03-11,60,False
2019-03-12,59,False
2019-03-13,62,False
2019-03-14,62,False
2019-03-15,69,False
2019-03-16,64,False
2019-03-17,70,False
2019-03-18,60,False
2019-03-19,56,False
2019-03-20,59,False
2019-03-21,59,False
2019-03-22,55,False
2019-03-23,67,False
2019-03-24,67,False
2019-03-25,64,False
2019-03-26,61,False
2019-03-27,53,False
2019-03-28,55,False
2019-03-29,63,False
2019-03-30,68,False
