date,Suivi colis,isPartial
2017-04-02,18,False
2017-04-03,54,False
2017-04-04,57,False
2017-04-05,70,False
2017-04-06,71,False
2017-04-07,65,False
2017-04-08,41,False
2017-04-09,14,False
2017-04-10,55,False
2017-04-11,69,False
2017-04-12,76,False
2017-04-13,70,False
2017-04-14,69,False
2017-04-15,44,False
2017-04-16,17,False
2017-04-17,25,False
2017-04-18,58,False
2017-04-19,79,False
2017-04-20,78,False
2017-04-21,62,False
2017-04-22,32,False
2017-04-23,10,False
2017-04-24,51,False
2017-04-25,59,False
2017-04-26,57,False
2017-04-27,52,False
2017-04-28,55,False
2017-04-29,33,False
2017-04-30,12,False
2017-05-01,11,False
2017-05-02,47,False
2017-05-03,50,False
2017-05-04,64,False
2017-05-05,60,False
2017-05-06,36,False
2017-05-07,16,False
2017-05-08,21,False
2017-05-09,62,False
2017-05-10,72,False
2017-05-11,69,False
2017-05-12,88,False
2017-05-13,40,False
2017-05-14,16,False
2017-05-15,66,False
2017-05-16,62,False
2017-05-17,64,False
2017-05-18,64,False
2017-05-19,65,False
2017-05-20,43,False
2017-05-21,24,False
2017-05-22,59,False
2017-05-23,74,False
2017-05-24,68,False
2017-05-25,28,False
2017-05-26,67,False
2017-05-27,42,False
2017-05-28,11,False
2017-05-29,60,False
2017-05-30,63,False
2017-05-31,59,False
2017-06-01,63,False
2017-06-02,67,False
2017-06-03,36,False
2017-06-04,14,False
2017-06-05,26,False
2017-06-06,66,False
2017-06-07,64,False
2017-06-08,69,False
2017-06-09,75,False
2017-06-10,61,False
2017-06-11,27,False
2017-06-12,69,False
2017-06-13,64,False
2017-06-14,77,False
2017-06-15,70,False
2017-06-16,71,False
2017-06-17,50,False
2017-06-18,16,False
2017-06-19,57,False
2017-06-20,65,False
2017-06-21,62,False
2017-06-22,95,False
2017-06-23,84,False
2017-06-24,39,False
2017-06-25,34,False
2017-06-26,71,False
2017-06-27,85,False
2017-06-28,85,False
2017-06-29,93,False
2017-06-30,100,False
2017-07-01,55,False
