date,Tarif colis,isPartial
2017-04-02,0,False
2017-04-03,90,False
2017-04-04,75,False
2017-04-05,64,False
2017-04-06,48,False
2017-04-07,61,False
2017-04-08,30,False
2017-04-09,33,False
2017-04-10,74,False
2017-04-11,26,False
2017-04-12,73,False
2017-04-13,21,False
2017-04-14,53,False
2017-04-15,71,False
2017-04-16,42,False
2017-04-17,58,False
2017-04-18,100,False
2017-04-19,96,False
2017-04-20,58,False
2017-04-21,52,False
2017-04-22,57,False
2017-04-23,24,False
2017-04-24,43,False
2017-04-25,55,False
2017-04-26,68,False
2017-04-27,37,False
2017-04-28,70,False
2017-04-29,98,False
2017-04-30,91,False
2017-05-01,99,False
2017-05-02,63,False
2017-05-03,74,False
2017-05-04,88,False
2017-05-05,81,False
2017-05-06,61,False
2017-05-07,12,False
2017-05-08,36,False
2017-05-09,68,False
2017-05-10,87,False
2017-05-11,48,False
2017-05-12,58,False
2017-05-13,49,False
2017-05-14,90,False
2017-05-15,60,False
2017-05-16,54,False
2017-05-17,73,False
2017-05-18,36,False
2017-05-19,65,False
2017-05-20,45,False
2017-05-21,38,False
2017-05-22,62,False
2017-05-23,77,False
2017-05-24,47,False
2017-05-25,13,False
2017-05-26,63,False
2017-05-27,83,False
2017-05-28,77,False
2017-05-29,55,False
2017-05-30,94,False
2017-05-31,79,False
2017-06-01,90,False
2017-06-02,26,False
2017-06-03,53,False
2017-06-04,24,False
2017-06-05,45,False
2017-06-06,70,False
2017-06-07,58,False
2017-06-08,90,False
2017-06-09,67,False
2017-06-10,31,False
2017-06-11,38,False
2017-06-12,48,False
2017-06-13,27,False
2017-06-14,77,False
2017-06-15,57,False
2017-06-16,66,False
2017-06-17,40,False
2017-06-18,36,False
2017-06-19,92,False
2017-06-20,33,False
2017-06-21,66,False
2017-06-22,66,False
2017-06-23,73,False
2017-06-24,39,False
2017-06-25,56,False
2017-06-26,99,False
2017-06-27,69,False
2017-06-28,63,False
2017-06-29,64,False
2017-06-30,58,False
2017-07-01,43,False
