date,Retard livraison,isPartial
2018-04-01,0,False
2018-04-02,0,False
2018-04-03,20,False
2018-04-04,35,False
2018-04-05,27,False
2018-04-06,31,False
2018-04-07,36,False
2018-04-08,0,False
2018-04-09,25,False
2018-04-10,48,False
2018-04-11,46,False
2018-04-12,37,False
2018-04-13,0,False
2018-04-14,0,False
2018-04-15,20,False
2018-04-16,0,False
2018-04-17,26,False
2018-04-18,29,False
2018-04-19,33,False
2018-04-20,42,False
2018-04-21,19,False
2018-04-22,45,False
2018-04-23,27,False
2018-04-24,22,False
2018-04-25,0,False
2018-04-26,40,False
2018-04-27,41,False
2018-04-28,87,False
2018-04-29,21,False
2018-04-30,0,False
2018-05-01,43,False
2018-05-02,22,False
2018-05-03,53,False
2018-05-04,44,False
2018-05-05,26,False
2018-05-06,0,False
2018-05-07,0,False
2018-05-08,0,False
2018-05-09,36,False
2018-05-10,0,False
2018-05-11,87,False
2018-05-12,67,False
2018-05-13,0,False
2018-05-14,0,False
2018-05-15,0,False
2018-05-16,26,False
2018-05-17,33,False
2018-05-18,27,False
2018-05-19,23,False
2018-05-20,23,False
2018-05-21,0,False
2018-05-22,46,False
2018-05-23,26,False
2018-05-24,75,False
2018-05-25,32,False
2018-05-26,62,False
2018-05-27,0,False
2018-05-28,29,False
2018-05-29,100,False
2018-05-30,29,False
2018-05-31,44,False
2018-06-01,0,False
2018-06-02,0,False
2018-06-03,18,False
2018-06-04,16,False
2018-06-05,47,False
2018-06-06,31,False
2018-06-07,15,False
2018-06-08,76,False
2018-06-09,47,False
2018-06-10,0,False
2018-06-11,18,False
2018-06-12,35,False
2018-06-13,0,False
2018-06-14,24,False
2018-06-15,20,False
2018-06-16,32,False
2018-06-17,30,False
2018-06-18,17,False
2018-06-19,29,False
2018-06-20,0,False
2018-06-21,19,False
2018-06-22,30,False
2018-06-23,0,False
2018-06-24,30,False
2018-06-25,0,False
2018-06-26,14,False
2018-06-27,22,False
2018-06-28,20,False
2018-06-29,16,False
2018-06-30,0,False
