date,Livraison domicile,isPartial
2021-03-28,80,False
2021-03-29,61,False
2021-03-30,74,False
2021-03-31,62,False
2021-04-01,72,False
2021-04-02,78,False
2021-04-03,100,False
2021-04-04,76,False
2021-04-05,81,False
2021-04-06,65,False
2021-04-07,70,False
2021-04-08,81,False
2021-04-09,82,False
2021-04-10,85,False
2021-04-11,71,False
2021-04-12,73,False
2021-04-13,74,False
2021-04-14,66,False
2021-04-15,77,False
2021-04-16,71,False
2021-04-17,60,False
2021-04-18,71,False
2021-04-19,63,False
2021-04-20,67,False
2021-04-21,59,False
2021-04-22,65,False
2021-04-23,73,False
2021-04-24,68,False
2021-04-25,61,False
2021-04-26,50,False
2021-04-27,62,False
2021-04-28,62,False
2021-04-29,57,False
2021-04-30,54,False
2021-05-01,69,False
2021-05-02,67,False
2021-05-03,64,False
2021-05-04,71,False
2021-05-05,76,False
2021-05-06,67,False
2021-05-07,80,False
2021-05-08,78,False
2021-05-09,72,False
2021-05-10,80,False
2021-05-11,54,False
2021-05-12,65,False
2021-05-13,65,False
2021-05-14,58,False
2021-05-15,64,False
2021-05-16,48,False
2021-05-17,59,False
2021-05-18,47,False
2021-05-19,53,False
2021-05-20,50,False
2021-05-21,58,False
2021-05-22,62,False
2021-05-23,60,False
2021-05-24,73,False
2021-05-25,61,False
2021-05-26,60,False
2021-05-27,69,False
2021-05-28,71,False
2021-05-29,86,False
2021-05-30,57,False
2021-05-31,52,False
2021-06-01,52,False
2021-06-02,52,False
2021-06-03,49,False
2021-06-04,56,False
2021-06-05,56,False
2021-06-06,45,False
2021-06-07,44,False
2021-06-08,41,False
2021-06-09,47,False
2021-06-10,48,False
2021-06-11,38,False
2021-06-12,55,False
2021-06-13,48,False
2021-06-14,46,False
2021-06-15,37,False
2021-06-16,59,False
2021-06-17,43,False
2021-06-18,50,False
2021-06-19,54,False
2021-06-20,40,False
2021-06-21,30,False
2021-06-22,33,False
2021-06-23,35,False
2021-06-24,42,False
2021-06-25,39,False
2021-06-26,47,False
