date,Livraison,isPartial
2017-04-02,76,False
2017-04-03,60,False
2017-04-04,58,False
2017-04-05,60,False
2017-04-06,64,False
2017-04-07,68,False
2017-04-08,68,False
2017-04-09,72,False
2017-04-10,63,False
2017-04-11,65,False
2017-04-12,64,False
2017-04-13,59,False
2017-04-14,67,False
2017-04-15,67,False
2017-04-16,65,False
2017-04-17,65,False
2017-04-18,57,False
2017-04-19,63,False
2017-04-20,66,False
2017-04-21,68,False
2017-04-22,67,False
2017-04-23,61,False
2017-04-24,55,False
2017-04-25,58,False
2017-04-26,62,False
2017-04-27,66,False
2017-04-28,72,False
2017-04-29,74,False
2017-04-30,89,False
2017-05-01,78,False
2017-05-02,62,False
2017-05-03,64,False
2017-05-04,60,False
2017-05-05,71,False
2017-05-06,72,False
2017-05-07,71,False
2017-05-08,71,False
2017-05-09,66,False
2017-05-10,68,False
2017-05-11,65,False
2017-05-12,71,False
2017-05-13,74,False
2017-05-14,67,False
2017-05-15,60,False
2017-05-16,65,False
2017-05-17,60,False
2017-05-18,69,False
2017-05-19,69,False
2017-05-20,75,False
2017-05-21,72,False
2017-05-22,67,False
2017-05-23,70,False
2017-05-24,72,False
2017-05-25,88,False
2017-05-26,100,False
2017-05-27,90,False
2017-05-28,84,False
2017-05-29,63,False
2017-05-30,66,False
2017-05-31,64,False
2017-06-01,63,False
2017-06-02,70,False
2017-06-03,75,False
2017-06-04,73,False
2017-06-05,68,False
2017-06-06,63,False
2017-06-07,64,False
2017-06-08,64,False
2017-06-09,72,False
2017-06-10,70,False
2017-06-11,62,False
2017-06-12,66,False
2017-06-13,69,False
2017-06-14,62,False
2017-06-15,65,False
2017-06-16,75,False
2017-06-17,75,False
2017-06-18,70,False
2017-06-19,60,False
2017-06-20,70,False
2017-06-21,68,False
2017-06-22,72,False
2017-06-23,74,False
2017-06-24,69,False
2017-06-25,87,False
2017-06-26,76,False
2017-06-27,63,False
2017-06-28,72,False
2017-06-29,73,False
2017-06-30,72,False
2017-07-01,77,False
