date,Suivi colis,isPartial
2018-04-01,13,False
2018-04-02,22,False
2018-04-03,53,False
2018-04-04,65,False
2018-04-05,77,False
2018-04-06,66,False
2018-04-07,46,False
2018-04-08,19,False
2018-04-09,62,False
2018-04-10,59,False
2018-04-11,73,False
2018-04-12,64,False
2018-04-13,71,False
2018-04-14,43,False
2018-04-15,18,False
2018-04-16,64,False
2018-04-17,71,False
2018-04-18,69,False
2018-04-19,68,False
2018-04-20,69,False
2018-04-21,29,False
2018-04-22,19,False
2018-04-23,52,False
2018-04-24,60,False
2018-04-25,64,False
2018-04-26,52,False
2018-04-27,51,False
2018-04-28,49,False
2018-04-29,16,False
2018-04-30,49,False
2018-05-01,27,False
2018-05-02,73,False
2018-05-03,74,False
2018-05-04,88,False
2018-05-05,54,False
2018-05-06,23,False
2018-05-07,66,False
2018-05-08,33,False
2018-05-09,71,False
2018-05-10,40,False
2018-05-11,87,False
2018-05-12,62,False
2018-05-13,24,False
2018-05-14,83,False
2018-05-15,83,False
2018-05-16,90,False
2018-05-17,100,False
2018-05-18,71,False
2018-05-19,53,False
2018-05-20,24,False
2018-05-21,33,False
2018-05-22,69,False
2018-05-23,81,False
2018-05-24,72,False
2018-05-25,79,False
2018-05-26,43,False
2018-05-27,20,False
2018-05-28,54,False
2018-05-29,64,False
2018-05-30,72,False
2018-05-31,59,False
2018-06-01,65,False
2018-06-02,42,False
2018-06-03,17,False
2018-06-04,57,False
2018-06-05,70,False
2018-06-06,82,False
2018-06-07,76,False
2018-06-08,76,False
2018-06-09,38,False
2018-06-10,24,False
2018-06-11,71,False
2018-06-12,87,False
2018-06-13,95,False
2018-06-14,78,False
2018-06-15,80,False
2018-06-16,45,False
2018-06-17,26,False
2018-06-18,58,False
2018-06-19,76,False
2018-06-20,73,False
2018-06-21,65,False
2018-06-22,55,False
2018-06-23,40,False
2018-06-24,22,False
2018-06-25,55,False
2018-06-26,57,False
2018-06-27,59,False
2018-06-28,58,False
2018-06-29,59,False
2018-06-30,38,False
