date,Point relais,isPartial
2018-04-01,24,False
2018-04-02,33,False
2018-04-03,74,False
2018-04-04,69,False
2018-04-05,64,False
2018-04-06,72,False
2018-04-07,62,False
2018-04-08,38,False
2018-04-09,62,False
2018-04-10,73,False
2018-04-11,67,False
2018-04-12,74,False
2018-04-13,80,False
2018-04-14,43,False
2018-04-15,31,False
2018-04-16,73,False
2018-04-17,69,False
2018-04-18,79,False
2018-04-19,84,False
2018-04-20,64,False
2018-04-21,67,False
2018-04-22,46,False
2018-04-23,66,False
2018-04-24,73,False
2018-04-25,68,False
2018-04-26,68,False
2018-04-27,65,False
2018-04-28,69,False
2018-04-29,32,False
2018-04-30,73,False
2018-05-01,39,False
2018-05-02,71,False
2018-05-03,90,False
2018-05-04,86,False
2018-05-05,74,False
2018-05-06,32,False
2018-05-07,96,False
2018-05-08,42,False
2018-05-09,92,False
2018-05-10,48,False
2018-05-11,80,False
2018-05-12,75,False
2018-05-13,44,False
2018-05-14,79,False
2018-05-15,88,False
2018-05-16,82,False
2018-05-17,83,False
2018-05-18,76,False
2018-05-19,77,False
2018-05-20,35,False
2018-05-21,48,False
2018-05-22,67,False
2018-05-23,85,False
2018-05-24,65,False
2018-05-25,68,False
2018-05-26,73,False
2018-05-27,44,False
2018-05-28,80,False
2018-05-29,77,False
2018-05-30,75,False
2018-05-31,72,False
2018-06-01,71,False
2018-06-02,68,False
2018-06-03,34,False
2018-06-04,72,False
2018-06-05,79,False
2018-06-06,96,False
2018-06-07,84,False
2018-06-08,90,False
2018-06-09,70,False
2018-06-10,40,False
2018-06-11,100,False
2018-06-12,96,False
2018-06-13,85,False
2018-06-14,84,False
2018-06-15,79,False
2018-06-16,56,False
2018-06-17,36,False
2018-06-18,85,False
2018-06-19,89,False
2018-06-20,80,False
2018-06-21,82,False
2018-06-22,69,False
2018-06-23,61,False
2018-06-24,39,False
2018-06-25,74,False
2018-06-26,66,False
2018-06-27,76,False
2018-06-28,71,False
2018-06-29,72,False
2018-06-30,64,False
