date,Tarif colis,isPartial
2021-06-27,46,False
2021-06-28,27,False
2021-06-29,26,False
2021-06-30,72,False
2021-07-01,78,False
2021-07-02,51,False
2021-07-03,52,False
2021-07-04,28,False
2021-07-05,55,False
2021-07-06,57,False
2021-07-07,58,False
2021-07-08,49,False
2021-07-09,58,False
2021-07-10,16,False
2021-07-11,47,False
2021-07-12,46,False
2021-07-13,30,False
2021-07-14,54,False
2021-07-15,46,False
2021-07-16,75,False
2021-07-17,35,False
2021-07-18,100,False
2021-07-19,46,False
2021-07-20,31,False
2021-07-21,41,False
2021-07-22,62,False
2021-07-23,59,False
2021-07-24,26,False
2021-07-25,56,False
2021-07-26,35,False
2021-07-27,36,False
2021-07-28,85,False
2021-07-29,35,False
2021-07-30,22,False
2021-07-31,23,False
2021-08-01,42,False
2021-08-02,41,False
2021-08-03,23,False
2021-08-04,44,False
2021-08-05,23,False
2021-08-06,39,False
2021-08-07,20,False
2021-08-08,0,False
2021-08-09,77,False
2021-08-10,41,False
2021-08-11,34,False
2021-08-12,41,False
2021-08-13,50,False
2021-08-14,59,False
2021-08-15,32,False
2021-08-16,40,False
2021-08-17,55,False
2021-08-18,63,False
2021-08-19,61,False
2021-08-20,83,False
2021-08-21,53,False
2021-08-22,42,False
2021-08-23,84,False
2021-08-24,76,False
2021-08-25,42,False
2021-08-26,69,False
2021-08-27,82,False
2021-08-28,56,False
2021-08-29,35,False
2021-08-30,52,False
2021-08-31,30,False
2021-09-01,62,False
2021-09-02,39,False
2021-09-03,65,False
2021-09-04,36,False
2021-09-05,34,False
2021-09-06,58,False
2021-09-07,46,False
2021-09-08,56,False
2021-09-09,37,False
2021-09-10,0,False
2021-09-11,34,False
2021-09-12,61,False
2021-09-13,37,False
2021-09-14,43,False
2021-09-15,51,False
2021-09-16,68,False
2021-09-17,51,False
2021-09-18,57,False
2021-09-19,37,False
2021-09-20,74,False
2021-09-21,68,False
2021-09-22,64,False
2021-09-23,54,False
2021-09-24,40,False
2021-09-25,57,False
