date,Tarif colis,isPartial
2021-12-26,41,False
2021-12-27,86,False
2021-12-28,100,False
2021-12-29,0,False
2021-12-30,47,False
2021-12-31,29,False
2022-01-01,22,False
2022-01-02,67,False
2022-01-03,69,False
2022-01-04,50,False
2022-01-05,54,False
2022-01-06,21,False
2022-01-07,45,False
2022-01-08,20,False
2022-01-09,71,False
2022-01-10,62,False
2022-01-11,61,False
2022-01-12,75,False
2022-01-13,58,False
2022-01-14,92,False
2022-01-15,65,False
2022-01-16,55,False
2022-01-17,53,False
2022-01-18,46,False
2022-01-19,46,False
2022-01-20,54,False
2022-01-21,49,False
2022-01-22,58,False
2022-01-23,38,False
2022-01-24,31,False
2022-01-25,38,False
2022-01-26,45,False
2022-01-27,57,False
2022-01-28,33,False
2022-01-29,42,False
2022-01-30,51,False
2022-01-31,52,False
2022-02-01,45,False
2022-02-02,45,False
2022-02-03,63,False
2022-02-04,49,False
2022-02-05,55,False
2022-02-06,81,False
2022-02-07,46,False
2022-02-08,68,False
2022-02-09,58,False
2022-02-10,58,False
2022-02-11,45,False
2022-02-12,54,False
2022-02-13,18,False
2022-02-14,57,False
2022-02-15,59,False
2022-02-16,52,False
2022-02-17,43,False
2022-02-18,65,False
2022-02-19,46,False
2022-02-20,53,False
2022-02-21,60,False
2022-02-22,77,False
2022-02-23,48,False
2022-02-24,33,False
2022-02-25,63,False
2022-02-26,22,False
2022-02-27,52,False
2022-02-28,60,False
2022-03-01,46,False
2022-03-02,37,False
2022-03-03,64,False
2022-03-04,49,False
2022-03-05,47,False
2022-03-06,46,False
2022-03-07,51,False
2022-03-08,44,False
2022-03-09,18,False
2022-03-10,49,False
2022-03-11,47,False
2022-03-12,36,False
2022-03-13,47,False
2022-03-14,72,False
2022-03-15,49,False
2022-03-16,31,False
2022-03-17,44,False
2022-03-18,42,False
2022-03-19,32,False
2022-03-20,34,False
2022-03-21,50,False
2022-03-22,43,False
2022-03-23,43,False
2022-03-24,56,False
2022-03-25,45,False
2022-03-26,27,False
