date,Tarif colis,isPartial
2017-07-02,95,False
2017-07-03,58,False
2017-07-04,51,False
2017-07-05,29,False
2017-07-06,41,False
2017-07-07,57,False
2017-07-08,42,False
2017-07-09,47,False
2017-07-10,67,False
2017-07-11,51,False
2017-07-12,63,False
2017-07-13,23,False
2017-07-14,66,False
2017-07-15,0,False
2017-07-16,41,False
2017-07-17,54,False
2017-07-18,35,False
2017-07-19,100,False
2017-07-20,65,False
2017-07-21,51,False
2017-07-22,53,False
2017-07-23,49,False
2017-07-24,48,False
2017-07-25,10,False
2017-07-26,43,False
2017-07-27,84,False
2017-07-28,31,False
2017-07-29,34,False
2017-07-30,45,False
2017-07-31,43,False
2017-08-01,16,False
2017-08-02,51,False
2017-08-03,41,False
2017-08-04,37,False
2017-08-05,16,False
2017-08-06,36,False
2017-08-07,43,False
2017-08-08,23,False
2017-08-09,43,False
2017-08-10,70,False
2017-08-11,47,False
2017-08-12,46,False
2017-08-13,71,False
2017-08-14,50,False
2017-08-15,25,False
2017-08-16,43,False
2017-08-17,57,False
2017-08-18,58,False
2017-08-19,53,False
2017-08-20,20,False
2017-08-21,52,False
2017-08-22,61,False
2017-08-23,35,False
2017-08-24,42,False
2017-08-25,25,False
2017-08-26,28,False
2017-08-27,56,False
2017-08-28,48,False
2017-08-29,73,False
2017-08-30,81,False
2017-08-31,38,False
2017-09-01,47,False
2017-09-02,34,False
2017-09-03,56,False
2017-09-04,46,False
2017-09-05,58,False
2017-09-06,72,False
2017-09-07,82,False
2017-09-08,54,False
2017-09-09,57,False
2017-09-10,38,False
2017-09-11,81,False
2017-09-12,75,False
2017-09-13,52,False
2017-09-14,35,False
2017-09-15,40,False
2017-09-16,27,False
2017-09-17,60,False
2017-09-18,61,False
2017-09-19,80,False
2017-09-20,0,False
2017-09-21,53,False
2017-09-22,58,False
2017-09-23,33,False
2017-09-24,59,False
2017-09-25,69,False
2017-09-26,54,False
2017-09-27,50,False
2017-09-28,34,False
2017-09-29,56,False
2017-09-30,37,False
