date,Envoi colis,isPartial
2018-04-01,42,False
2018-04-02,43,False
2018-04-03,86,False
2018-04-04,49,False
2018-04-05,71,False
2018-04-06,79,False
2018-04-07,74,False
2018-04-08,49,False
2018-04-09,87,False
2018-04-10,52,False
2018-04-11,73,False
2018-04-12,64,False
2018-04-13,66,False
2018-04-14,48,False
2018-04-15,39,False
2018-04-16,80,False
2018-04-17,72,False
2018-04-18,53,False
2018-04-19,70,False
2018-04-20,41,False
2018-04-21,39,False
2018-04-22,43,False
2018-04-23,59,False
2018-04-24,78,False
2018-04-25,67,False
2018-04-26,84,False
2018-04-27,78,False
2018-04-28,41,False
2018-04-29,47,False
2018-04-30,87,False
2018-05-01,88,False
2018-05-02,100,False
2018-05-03,99,False
2018-05-04,76,False
2018-05-05,62,False
2018-05-06,83,False
2018-05-07,67,False
2018-05-08,48,False
2018-05-09,76,False
2018-05-10,49,False
2018-05-11,69,False
2018-05-12,38,False
2018-05-13,28,False
2018-05-14,69,False
2018-05-15,65,False
2018-05-16,63,False
2018-05-17,63,False
2018-05-18,72,False
2018-05-19,70,False
2018-05-20,55,False
2018-05-21,79,False
2018-05-22,70,False
2018-05-23,82,False
2018-05-24,31,False
2018-05-25,65,False
2018-05-26,34,False
2018-05-27,20,False
2018-05-28,68,False
2018-05-29,65,False
2018-05-30,53,False
2018-05-31,95,False
2018-06-01,31,False
2018-06-02,70,False
2018-06-03,52,False
2018-06-04,62,False
2018-06-05,78,False
2018-06-06,75,False
2018-06-07,47,False
2018-06-08,91,False
2018-06-09,50,False
2018-06-10,66,False
2018-06-11,76,False
2018-06-12,90,False
2018-06-13,91,False
2018-06-14,45,False
2018-06-15,54,False
2018-06-16,35,False
2018-06-17,57,False
2018-06-18,57,False
2018-06-19,44,False
2018-06-20,65,False
2018-06-21,57,False
2018-06-22,61,False
2018-06-23,76,False
2018-06-24,32,False
2018-06-25,93,False
2018-06-26,68,False
2018-06-27,66,False
2018-06-28,69,False
2018-06-29,50,False
2018-06-30,40,False
