date,Suivi colis,isPartial
2022-12-25,44,False
2022-12-26,91,False
2022-12-27,96,False
2022-12-28,94,False
2022-12-29,89,False
2022-12-30,83,False
2022-12-31,60,False
2023-01-01,29,False
2023-01-02,79,False
2023-01-03,81,False
2023-01-04,78,False
2023-01-05,85,False
2023-01-06,73,False
2023-01-07,67,False
2023-01-08,41,False
2023-01-09,81,False
2023-01-10,79,False
2023-01-11,91,False
2023-01-12,93,False
2023-01-13,84,False
2023-01-14,65,False
2023-01-15,29,False
2023-01-16,86,False
2023-01-17,95,False
2023-01-18,100,False
2023-01-19,90,False
2023-01-20,85,False
2023-01-21,51,False
2023-01-22,28,False
2023-01-23,76,False
2023-01-24,82,False
2023-01-25,82,False
2023-01-26,76,False
2023-01-27,73,False
2023-01-28,50,False
2023-01-29,26,False
2023-01-30,64,False
2023-01-31,69,False
2023-02-01,76,False
2023-02-02,78,False
2023-02-03,77,False
2023-02-04,49,False
2023-02-05,31,False
2023-02-06,75,False
2023-02-07,86,False
2023-02-08,86,False
2023-02-09,100,False
2023-02-10,90,False
2023-02-11,69,False
2023-02-12,38,False
2023-02-13,79,False
2023-02-14,86,False
2023-02-15,97,False
2023-02-16,73,False
2023-02-17,73,False
2023-02-18,57,False
2023-02-19,29,False
2023-02-20,80,False
2023-02-21,85,False
2023-02-22,83,False
2023-02-23,76,False
2023-02-24,69,False
2023-02-25,48,False
2023-02-26,21,False
2023-02-27,66,False
2023-02-28,64,False
2023-03-01,73,False
2023-03-02,79,False
2023-03-03,68,False
2023-03-04,52,False
2023-03-05,22,False
2023-03-06,65,False
2023-03-07,73,False
2023-03-08,81,False
2023-03-09,87,False
2023-03-10,86,False
2023-03-11,55,False
2023-03-12,33,False
2023-03-13,85,False
2023-03-14,82,False
2023-03-15,81,False
2023-03-16,77,False
2023-03-17,78,False
2023-03-18,56,False
2023-03-19,30,False
2023-03-20,67,False
2023-03-21,72,False
2023-03-22,86,False
2023-03-23,68,False
2023-03-24,64,False
2023-03-25,57,False
