date,Point relais,isPartial
2022-03-27,47,False
2022-03-28,65,False
2022-03-29,71,False
2022-03-30,78,False
2022-03-31,91,False
2022-04-01,81,False
2022-04-02,70,False
2022-04-03,46,False
2022-04-04,85,False
2022-04-05,83,False
2022-04-06,82,False
2022-04-07,80,False
2022-04-08,80,False
2022-04-09,80,False
2022-04-10,35,False
2022-04-11,85,False
2022-04-12,87,False
2022-04-13,93,False
2022-04-14,76,False
2022-04-15,78,False
2022-04-16,81,False
2022-04-17,32,False
2022-04-18,43,False
2022-04-19,92,False
2022-04-20,92,False
2022-04-21,77,False
2022-04-22,81,False
2022-04-23,74,False
2022-04-24,42,False
2022-04-25,100,False
2022-04-26,79,False
2022-04-27,79,False
2022-04-28,70,False
2022-04-29,73,False
2022-04-30,73,False
2022-05-01,42,False
2022-05-02,94,False
2022-05-03,87,False
2022-05-04,80,False
2022-05-05,78,False
2022-05-06,78,False
2022-05-07,78,False
2022-05-08,42,False
2022-05-09,88,False
2022-05-10,98,False
2022-05-11,84,False
2022-05-12,81,False
2022-05-13,99,False
2022-05-14,72,False
2022-05-15,45,False
2022-05-16,85,False
2022-05-17,80,False
2022-05-18,83,False
2022-05-19,90,False
2022-05-20,75,False
2022-05-21,74,False
2022-05-22,38,False
2022-05-23,81,False
2022-05-24,89,False
2022-05-25,81,False
2022-05-26,46,False
2022-05-27,89,False
2022-05-28,62,False
2022-05-29,44,False
2022-05-30,91,False
2022-05-31,88,False
2022-06-01,83,False
2022-06-02,79,False
2022-06-03,75,False
2022-06-04,78,False
2022-06-05,39,False
2022-06-06,63,False
2022-06-07,83,False
2022-06-08,82,False
2022-06-09,85,False
2022-06-10,88,False
2022-06-11,74,False
2022-06-12,35,False
2022-06-13,90,False
2022-06-14,89,False
2022-06-15,87,False
2022-06-16,80,False
2022-06-17,91,False
2022-06-18,72,False
2022-06-19,35,False
2022-06-20,87,False
2022-06-21,78,False
2022-06-22,81,False
2022-06-23,83,False
2022-06-24,79,False
2022-06-25,74,False
