date,Envoi colis,isPartial
2020-03-29,24,False
2020-03-30,48,False
2020-03-31,15,False
2020-04-01,42,False
2020-04-02,31,False
2020-04-03,56,False
2020-04-04,28,False
2020-04-05,30,False
2020-04-06,50,False
2020-04-07,41,False
2020-04-08,59,False
2020-04-09,71,False
2020-04-10,62,False
2020-04-11,54,False
2020-04-12,37,False
2020-04-13,54,False
2020-04-14,100,False
2020-04-15,85,False
2020-04-16,66,False
2020-04-17,78,False
2020-04-18,51,False
2020-04-19,46,False
2020-04-20,65,False
2020-04-21,73,False
2020-04-22,77,False
2020-04-23,62,False
2020-04-24,67,False
2020-04-25,43,False
2020-04-26,45,False
2020-04-27,68,False
2020-04-28,63,False
2020-04-29,63,False
2020-04-30,55,False
2020-05-01,60,False
2020-05-02,42,False
2020-05-03,76,False
2020-05-04,72,False
2020-05-05,75,False
2020-05-06,61,False
2020-05-07,56,False
2020-05-08,47,False
2020-05-09,52,False
2020-05-10,63,False
2020-05-11,70,False
2020-05-12,66,False
2020-05-13,79,False
2020-05-14,73,False
2020-05-15,54,False
2020-05-16,50,False
2020-05-17,57,False
2020-05-18,66,False
2020-05-19,72,False
2020-05-20,41,False
2020-05-21,59,False
2020-05-22,58,False
2020-05-23,33,False
2020-05-24,41,False
2020-05-25,55,False
2020-05-26,62,False
2020-05-27,61,False
2020-05-28,61,False
2020-05-29,44,False
2020-05-30,43,False
2020-05-31,36,False
2020-06-01,48,False
2020-06-02,53,False
2020-06-03,46,False
2020-06-04,49,False
2020-06-05,46,False
2020-06-06,48,False
2020-06-07,27,False
2020-06-08,61,False
2020-06-09,48,False
2020-06-10,74,False
2020-06-11,64,False
2020-06-12,46,False
2020-06-13,33,False
2020-06-14,47,False
2020-06-15,50,False
2020-06-16,46,False
2020-06-17,52,False
2020-06-18,48,False
2020-06-19,51,False
2020-06-20,44,False
2020-06-21,50,False
2020-06-22,48,False
2020-06-23,49,False
2020-06-24,47,False
2020-06-25,39,False
2020-06-26,41,False
2020-06-27,36,False
