date,Livraison express,isPartial
2021-06-27,54,False
2021-06-28,34,False
2021-06-29,0,False
2021-06-30,63,False
2021-07-01,46,False
2021-07-02,74,False
2021-07-03,24,False
2021-07-04,54,False
2021-07-05,47,False
2021-07-06,21,False
2021-07-07,65,False
2021-07-08,43,False
2021-07-09,57,False
2021-07-10,83,False
2021-07-11,0,False
2021-07-12,70,False
2021-07-13,51,False
2021-07-14,68,False
2021-07-15,62,False
2021-07-16,34,False
2021-07-17,45,False
2021-07-18,59,False
2021-07-19,87,False
2021-07-20,50,False
2021-07-21,29,False
2021-07-22,100,False
2021-07-23,99,False
2021-07-24,35,False
2021-07-25,40,False
2021-07-26,30,False
2021-07-27,37,False
2021-07-28,47,False
2021-07-29,47,False
2021-07-30,72,False
2021-07-31,50,False
2021-08-01,42,False
2021-08-02,28,False
2021-08-03,63,False
2021-08-04,90,False
2021-08-05,72,False
2021-08-06,83,False
2021-08-07,69,False
2021-08-08,33,False
2021-08-09,74,False
2021-08-10,60,False
2021-08-11,67,False
2021-08-12,74,False
2021-08-13,66,False
2021-08-14,53,False
2021-08-15,16,False
2021-08-16,55,False
2021-08-17,63,False
2021-08-18,43,False
2021-08-19,77,False
2021-08-20,24,False
2021-08-21,39,False
2021-08-22,33,False
2021-08-23,69,False
2021-08-24,47,False
2021-08-25,37,False
2021-08-26,21,False
2021-08-27,47,False
2021-08-28,15,False
2021-08-29,66,False
2021-08-30,50,False
2021-08-31,14,False
2021-09-01,61,False
2021-09-02,39,False
2021-09-03,45,False
2021-09-04,44,False
2021-09-05,80,False
2021-09-06,29,False
2021-09-07,45,False
2021-09-08,61,False
2021-09-09,41,False
2021-09-10,64,False
2021-09-11,38,False
2021-09-12,62,False
2021-09-13,65,False
2021-09-14,49,False
2021-09-15,64,False
2021-09-16,60,False
2021-09-17,58,False
2021-09-18,51,False
2021-09-19,33,False
2021-09-20,20,False
2021-09-21,53,False
2021-09-22,37,False
2021-09-23,34,False
2021-09-24,29,False
2021-09-25,0,False
