date,Envoi colis,isPartial
2020-12-27,45,False
2020-12-28,91,False
2020-12-29,100,False
2020-12-30,82,False
2020-12-31,64,False
2021-01-01,58,False
2021-01-02,74,False
2021-01-03,83,False
2021-01-04,94,False
2021-01-05,88,False
2021-01-06,84,False
2021-01-07,88,False
2021-01-08,91,False
2021-01-09,67,False
2021-01-10,78,False
2021-01-11,75,False
2021-01-12,70,False
2021-01-13,77,False
2021-01-14,80,False
2021-01-15,69,False
2021-01-16,71,False
2021-01-17,70,False
2021-01-18,79,False
2021-01-19,84,False
2021-01-20,70,False
2021-01-21,83,False
2021-01-22,79,False
2021-01-23,47,False
2021-01-24,54,False
2021-01-25,56,False
2021-01-26,68,False
2021-01-27,90,False
2021-01-28,74,False
2021-01-29,69,False
2021-01-30,82,False
2021-01-31,91,False
2021-02-01,93,False
2021-02-02,82,False
2021-02-03,100,False
2021-02-04,68,False
2021-02-05,80,False
2021-02-06,75,False
2021-02-07,64,False
2021-02-08,82,False
2021-02-09,83,False
2021-02-10,85,False
2021-02-11,61,False
2021-02-12,70,False
2021-02-13,63,False
2021-02-14,66,False
2021-02-15,80,False
2021-02-16,60,False
2021-02-17,87,False
2021-02-18,83,False
2021-02-19,53,False
2021-02-20,39,False
2021-02-21,68,False
2021-02-22,77,False
2021-02-23,86,False
2021-02-24,72,False
2021-02-25,85,False
2021-02-26,63,False
2021-02-27,61,False
2021-02-28,70,False
2021-03-01,60,False
2021-03-02,57,False
2021-03-03,74,False
2021-03-04,86,False
2021-03-05,83,False
2021-03-06,69,False
2021-03-07,68,False
2021-03-08,85,False
2021-03-09,80,False
2021-03-10,60,False
2021-03-11,62,False
2021-03-12,78,False
2021-03-13,91,False
2021-03-14,53,False
2021-03-15,59,False
2021-03-16,63,False
2021-03-17,77,False
2021-03-18,63,False
2021-03-19,58,False
2021-03-20,75,False
2021-03-21,66,False
2021-03-22,89,False
2021-03-23,76,False
2021-03-24,88,False
2021-03-25,42,False
2021-03-26,56,False
2021-03-27,70,False
