date,colis,isPartial
2022-06-26,39,False
2022-06-27,75,False
2022-06-28,76,False
2022-06-29,76,False
2022-06-30,74,False
2022-07-01,74,False
2022-07-02,68,False
2022-07-03,40,False
2022-07-04,81,False
2022-07-05,86,False
2022-07-06,93,False
2022-07-07,88,False
2022-07-08,81,False
2022-07-09,71,False
2022-07-10,47,False
2022-07-11,86,False
2022-07-12,95,False
2022-07-13,91,False
2022-07-14,51,False
2022-07-15,98,False
2022-07-16,79,False
2022-07-17,46,False
2022-07-18,95,False
2022-07-19,99,False
2022-07-20,90,False
2022-07-21,98,False
2022-07-22,90,False
2022-07-23,70,False
2022-07-24,43,False
2022-07-25,86,False
2022-07-26,96,False
2022-07-27,91,False
2022-07-28,88,False
2022-07-29,78,False
2022-07-30,59,False
2022-07-31,38,False
2022-08-01,80,False
2022-08-02,88,False
2022-08-03,87,False
2022-08-04,89,False
2022-08-05,88,False
2022-08-06,70,False
2022-08-07,44,False
2022-08-08,99,False
2022-08-09,100,False
2022-08-10,85,False
2022-08-11,93,False
2022-08-12,90,False
2022-08-13,65,False
2022-08-14,36,False
2022-08-15,52,False
2022-08-16,93,False
2022-08-17,96,False
2022-08-18,96,False
2022-08-19,99,False
2022-08-20,79,False
2022-08-21,44,False
2022-08-22,87,False
2022-08-23,91,False
2022-08-24,90,False
2022-08-25,88,False
2022-08-26,89,False
2022-08-27,68,False
2022-08-28,45,False
2022-08-29,89,False
2022-08-30,84,False
2022-08-31,86,False
2022-09-01,74,False
2022-09-02,78,False
2022-09-03,74,False
2022-09-04,42,False
2022-09-05,86,False
2022-09-06,82,False
2022-09-07,87,False
2022-09-08,83,False
2022-09-09,79,False
2022-09-10,79,False
2022-09-11,43,False
2022-09-12,85,False
2022-09-13,91,False
2022-09-14,86,False
2022-09-15,84,False
2022-09-16,84,False
2022-09-17,79,False
2022-09-18,48,False
2022-09-19,94,False
2022-09-20,96,False
2022-09-21,87,False
2022-09-22,85,False
2022-09-23,74,False
2022-09-24,73,False
