date,Livraison domicile,isPartial
2018-12-30,66,False
2018-12-31,50,False
2019-01-01,87,False
2019-01-02,50,False
2019-01-03,64,False
2019-01-04,59,False
2019-01-05,65,False
2019-01-06,60,False
2019-01-07,48,False
2019-01-08,45,False
2019-01-09,43,False
2019-01-10,41,False
2019-01-11,60,False
2019-01-12,60,False
2019-01-13,69,False
2019-01-14,60,False
2019-01-15,53,False
2019-01-16,55,False
2019-01-17,71,False
2019-01-18,72,False
2019-01-19,52,False
2019-01-20,65,False
2019-01-21,69,False
2019-01-22,46,False
2019-01-23,62,False
2019-01-24,47,False
2019-01-25,54,False
2019-01-26,63,False
2019-01-27,76,False
2019-01-28,50,False
2019-01-29,51,False
2019-01-30,59,False
2019-01-31,56,False
2019-02-01,53,False
2019-02-02,92,False
2019-02-03,62,False
2019-02-04,57,False
2019-02-05,70,False
2019-02-06,68,False
2019-02-07,60,False
2019-02-08,64,False
2019-02-09,66,False
2019-02-10,78,False
2019-02-11,60,False
2019-02-12,75,False
2019-02-13,69,False
2019-02-14,100,False
2019-02-15,67,False
2019-02-16,76,False
2019-02-17,50,False
2019-02-18,35,False
2019-02-19,50,False
2019-02-20,46,False
2019-02-21,51,False
2019-02-22,57,False
2019-02-23,50,False
2019-02-24,55,False
2019-02-25,60,False
2019-02-26,52,False
2019-02-27,63,False
2019-02-28,55,False
2019-03-01,70,False
2019-03-02,77,False
2019-03-03,57,False
2019-03-04,58,False
2019-03-05,62,False
2019-03-06,52,False
2019-03-07,56,False
2019-03-08,42,False
2019-03-09,62,False
2019-03-10,56,False
2019-03-11,55,False
2019-03-12,48,False
2019-03-13,56,False
2019-03-14,42,False
2019-03-15,51,False
2019-03-16,54,False
2019-03-17,70,False
2019-03-18,55,False
2019-03-19,47,False
2019-03-20,58,False
2019-03-21,56,False
2019-03-22,48,False
2019-03-23,63,False
2019-03-24,64,False
2019-03-25,59,False
2019-03-26,48,False
2019-03-27,48,False
2019-03-28,41,False
2019-03-29,67,False
2019-03-30,76,False
