date,Expédition colis,isPartial
2017-01-01,0,False
2017-01-02,0,False
2017-01-03,0,False
2017-01-04,28,False
2017-01-05,0,False
2017-01-06,35,False
2017-01-07,0,False
2017-01-08,0,False
2017-01-09,0,False
2017-01-10,0,False
2017-01-11,0,False
2017-01-12,0,False
2017-01-13,31,False
2017-01-14,0,False
2017-01-15,0,False
2017-01-16,0,False
2017-01-17,0,False
2017-01-18,35,False
2017-01-19,0,False
2017-01-20,0,False
2017-01-21,0,False
2017-01-22,0,False
2017-01-23,0,False
2017-01-24,0,False
2017-01-25,0,False
2017-01-26,0,False
2017-01-27,68,False
2017-01-28,0,False
2017-01-29,0,False
2017-01-30,0,False
2017-01-31,0,False
2017-02-01,28,False
2017-02-02,27,False
2017-02-03,0,False
2017-02-04,0,False
2017-02-05,0,False
2017-02-06,0,False
2017-02-07,0,False
2017-02-08,27,False
2017-02-09,0,False
2017-02-10,0,False
2017-02-11,0,False
2017-02-12,0,False
2017-02-13,0,False
2017-02-14,0,False
2017-02-15,0,False
2017-02-16,0,False
2017-02-17,24,False
2017-02-18,0,False
2017-02-19,46,False
2017-02-20,27,False
2017-02-21,0,False
2017-02-22,0,False
2017-02-23,0,False
2017-02-24,0,False
2017-02-25,63,False
2017-02-26,0,False
2017-02-27,0,False
2017-02-28,0,False
2017-03-01,0,False
2017-03-02,23,False
2017-03-03,23,False
2017-03-04,0,False
2017-03-05,25,False
2017-03-06,26,False
2017-03-07,0,False
2017-03-08,0,False
2017-03-09,26,False
2017-03-10,35,False
2017-03-11,0,False
2017-03-12,0,False
2017-03-13,0,False
2017-03-14,0,False
2017-03-15,0,False
2017-03-16,32,False
2017-03-17,0,False
2017-03-18,0,False
2017-03-19,0,False
2017-03-20,0,False
2017-03-21,0,False
2017-03-22,24,False
2017-03-23,26,False
2017-03-24,0,False
2017-03-25,0,False
2017-03-26,0,False
2017-03-27,0,False
2017-03-28,0,False
2017-03-29,0,False
2017-03-30,100,False
2017-03-31,0,False
2017-04-01,29,False
