date,Point relais,isPartial
2022-12-25,33,False
2022-12-26,93,False
2022-12-27,91,False
2022-12-28,100,False
2022-12-29,88,False
2022-12-30,88,False
2022-12-31,66,False
2023-01-01,34,False
2023-01-02,92,False
2023-01-03,84,False
2023-01-04,75,False
2023-01-05,76,False
2023-01-06,71,False
2023-01-07,85,False
2023-01-08,41,False
2023-01-09,86,False
2023-01-10,79,False
2023-01-11,78,False
2023-01-12,80,False
2023-01-13,78,False
2023-01-14,84,False
2023-01-15,40,False
2023-01-16,86,False
2023-01-17,87,False
2023-01-18,79,False
2023-01-19,86,False
2023-01-20,79,False
2023-01-21,83,False
2023-01-22,49,False
2023-01-23,80,False
2023-01-24,88,False
2023-01-25,75,False
2023-01-26,79,False
2023-01-27,85,False
2023-01-28,81,False
2023-01-29,48,False
2023-01-30,77,False
2023-01-31,91,False
2023-02-01,86,False
2023-02-02,82,False
2023-02-03,86,False
2023-02-04,74,False
2023-02-05,40,False
2023-02-06,89,False
2023-02-07,87,False
2023-02-08,91,False
2023-02-09,88,False
2023-02-10,86,False
2023-02-11,80,False
2023-02-12,40,False
2023-02-13,94,False
2023-02-14,80,False
2023-02-15,84,False
2023-02-16,77,False
2023-02-17,78,False
2023-02-18,65,False
2023-02-19,38,False
2023-02-20,75,False
2023-02-21,80,False
2023-02-22,84,False
2023-02-23,74,False
2023-02-24,72,False
2023-02-25,65,False
2023-02-26,40,False
2023-02-27,67,False
2023-02-28,68,False
2023-03-01,76,False
2023-03-02,72,False
2023-03-03,71,False
2023-03-04,70,False
2023-03-05,45,False
2023-03-06,84,False
2023-03-07,80,False
2023-03-08,86,False
2023-03-09,81,False
2023-03-10,69,False
2023-03-11,80,False
2023-03-12,45,False
2023-03-13,90,False
2023-03-14,88,False
2023-03-15,85,False
2023-03-16,75,False
2023-03-17,78,False
2023-03-18,72,False
2023-03-19,42,False
2023-03-20,75,False
2023-03-21,72,False
2023-03-22,69,False
2023-03-23,65,False
2023-03-24,58,False
2023-03-25,54,False
