date,Livraison domicile,isPartial
2017-01-01,92,False
2017-01-02,79,False
2017-01-03,81,False
2017-01-04,56,False
2017-01-05,60,False
2017-01-06,77,False
2017-01-07,100,False
2017-01-08,71,False
2017-01-09,64,False
2017-01-10,59,False
2017-01-11,63,False
2017-01-12,64,False
2017-01-13,42,False
2017-01-14,83,False
2017-01-15,65,False
2017-01-16,53,False
2017-01-17,48,False
2017-01-18,64,False
2017-01-19,51,False
2017-01-20,71,False
2017-01-21,94,False
2017-01-22,70,False
2017-01-23,68,False
2017-01-24,55,False
2017-01-25,62,False
2017-01-26,64,False
2017-01-27,83,False
2017-01-28,68,False
2017-01-29,44,False
2017-01-30,56,False
2017-01-31,54,False
2017-02-01,54,False
2017-02-02,82,False
2017-02-03,62,False
2017-02-04,68,False
2017-02-05,70,False
2017-02-06,67,False
2017-02-07,61,False
2017-02-08,51,False
2017-02-09,75,False
2017-02-10,74,False
2017-02-11,93,False
2017-02-12,95,False
2017-02-13,56,False
2017-02-14,96,False
2017-02-15,44,False
2017-02-16,50,False
2017-02-17,62,False
2017-02-18,56,False
2017-02-19,68,False
2017-02-20,59,False
2017-02-21,55,False
2017-02-22,49,False
2017-02-23,55,False
2017-02-24,49,False
2017-02-25,72,False
2017-02-26,71,False
2017-02-27,65,False
2017-02-28,58,False
2017-03-01,66,False
2017-03-02,69,False
2017-03-03,71,False
2017-03-04,78,False
2017-03-05,65,False
2017-03-06,43,False
2017-03-07,49,False
2017-03-08,51,False
2017-03-09,64,False
2017-03-10,70,False
2017-03-11,74,False
2017-03-12,79,False
2017-03-13,58,False
2017-03-14,53,False
2017-03-15,49,False
2017-03-16,53,False
2017-03-17,52,False
2017-03-18,61,False
2017-03-19,52,False
2017-03-20,41,False
2017-03-21,43,False
2017-03-22,37,False
2017-03-23,56,False
2017-03-24,55,False
2017-03-25,79,False
2017-03-26,83,False
2017-03-27,44,False
2017-03-28,52,False
2017-03-29,37,False
2017-03-30,33,False
2017-03-31,70,False
2017-04-01,67,False
