date,Point relais,isPartial
2021-12-26,47,False
2021-12-27,97,False
2021-12-28,99,False
2021-12-29,88,False
2021-12-30,91,False
2021-12-31,74,False
2022-01-01,30,False
2022-01-02,46,False
2022-01-03,84,False
2022-01-04,86,False
2022-01-05,89,False
2022-01-06,69,False
2022-01-07,85,False
2022-01-08,71,False
2022-01-09,56,False
2022-01-10,100,False
2022-01-11,98,False
2022-01-12,81,False
2022-01-13,82,False
2022-01-14,68,False
2022-01-15,69,False
2022-01-16,50,False
2022-01-17,86,False
2022-01-18,74,False
2022-01-19,77,False
2022-01-20,69,False
2022-01-21,80,False
2022-01-22,76,False
2022-01-23,43,False
2022-01-24,79,False
2022-01-25,83,False
2022-01-26,75,False
2022-01-27,70,False
2022-01-28,80,False
2022-01-29,79,False
2022-01-30,42,False
2022-01-31,86,False
2022-02-01,92,False
2022-02-02,75,False
2022-02-03,79,False
2022-02-04,75,False
2022-02-05,68,False
2022-02-06,40,False
2022-02-07,74,False
2022-02-08,76,False
2022-02-09,82,False
2022-02-10,76,False
2022-02-11,84,False
2022-02-12,81,False
2022-02-13,53,False
2022-02-14,79,False
2022-02-15,70,False
2022-02-16,83,False
2022-02-17,82,False
2022-02-18,64,False
2022-02-19,67,False
2022-02-20,42,False
2022-02-21,80,False
2022-02-22,76,False
2022-02-23,68,False
2022-02-24,62,False
2022-02-25,73,False
2022-02-26,69,False
2022-02-27,43,False
2022-02-28,78,False
2022-03-01,76,False
2022-03-02,77,False
2022-03-03,77,False
2022-03-04,70,False
2022-03-05,66,False
2022-03-06,46,False
2022-03-07,84,False
2022-03-08,77,False
2022-03-09,76,False
2022-03-10,76,False
2022-03-11,81,False
2022-03-12,66,False
2022-03-13,45,False
2022-03-14,79,False
2022-03-15,70,False
2022-03-16,79,False
2022-03-17,76,False
2022-03-18,63,False
2022-03-19,67,False
2022-03-20,41,False
2022-03-21,79,False
2022-03-22,76,False
2022-03-23,73,False
2022-03-24,76,False
2022-03-25,70,False
2022-03-26,66,False
