date,Retard livraison,isPartial
2019-09-29,0,False
2019-09-30,25,False
2019-10-01,59,False
2019-10-02,22,False
2019-10-03,28,False
2019-10-04,26,False
2019-10-05,0,False
2019-10-06,46,False
2019-10-07,30,False
2019-10-08,56,False
2019-10-09,37,False
2019-10-10,19,False
2019-10-11,30,False
2019-10-12,36,False
2019-10-13,30,False
2019-10-14,40,False
2019-10-15,43,False
2019-10-16,56,False
2019-10-17,26,False
2019-10-18,60,False
2019-10-19,60,False
2019-10-20,39,False
2019-10-21,34,False
2019-10-22,21,False
2019-10-23,42,False
2019-10-24,63,False
2019-10-25,80,False
2019-10-26,0,False
2019-10-27,0,False
2019-10-28,22,False
2019-10-29,42,False
2019-10-30,60,False
2019-10-31,23,False
2019-11-01,20,False
2019-11-02,0,False
2019-11-03,44,False
2019-11-04,44,False
2019-11-05,62,False
2019-11-06,24,False
2019-11-07,62,False
2019-11-08,0,False
2019-11-09,0,False
2019-11-10,59,False
2019-11-11,23,False
2019-11-12,41,False
2019-11-13,18,False
2019-11-14,39,False
2019-11-15,58,False
2019-11-16,18,False
2019-11-17,0,False
2019-11-18,40,False
2019-11-19,16,False
2019-11-20,16,False
2019-11-21,26,False
2019-11-22,22,False
2019-11-23,60,False
2019-11-24,0,False
2019-11-25,26,False
2019-11-26,46,False
2019-11-27,53,False
2019-11-28,24,False
2019-11-29,32,False
2019-11-30,0,False
2019-12-01,20,False
2019-12-02,59,False
2019-12-03,50,False
2019-12-04,24,False
2019-12-05,62,False
2019-12-06,67,False
2019-12-07,0,False
2019-12-08,45,False
2019-12-09,0,False
2019-12-10,41,False
2019-12-11,70,False
2019-12-12,100,False
2019-12-13,31,False
2019-12-14,39,False
2019-12-15,55,False
2019-12-16,75,False
2019-12-17,38,False
2019-12-18,36,False
2019-12-19,61,False
2019-12-20,0,False
2019-12-21,78,False
2019-12-22,78,False
2019-12-23,69,False
2019-12-24,48,False
2019-12-25,21,False
2019-12-26,44,False
2019-12-27,32,False
2019-12-28,50,False
