date,Point relais,isPartial
2023-06-25,33,False
2023-06-26,75,False
2023-06-27,73,False
2023-06-28,71,False
2023-06-29,70,False
2023-06-30,71,False
2023-07-01,69,False
2023-07-02,45,False
2023-07-03,84,False
2023-07-04,73,False
2023-07-05,82,False
2023-07-06,83,False
2023-07-07,76,False
2023-07-08,73,False
2023-07-09,43,False
2023-07-10,83,False
2023-07-11,73,False
2023-07-12,76,False
2023-07-13,84,False
2023-07-14,51,False
2023-07-15,67,False
2023-07-16,39,False
2023-07-17,94,False
2023-07-18,88,False
2023-07-19,96,False
2023-07-20,89,False
2023-07-21,89,False
2023-07-22,71,False
2023-07-23,39,False
2023-07-24,82,False
2023-07-25,81,False
2023-07-26,81,False
2023-07-27,78,False
2023-07-28,68,False
2023-07-29,79,False
2023-07-30,35,False
2023-07-31,100,False
2023-08-01,75,False
