date,Tarif colis,isPartial
2017-12-31,17,False
2018-01-01,55,False
2018-01-02,99,False
2018-01-03,72,False
2018-01-04,100,False
2018-01-05,66,False
2018-01-06,46,False
2018-01-07,29,False
2018-01-08,70,False
2018-01-09,85,False
2018-01-10,68,False
2018-01-11,64,False
2018-01-12,44,False
2018-01-13,44,False
2018-01-14,44,False
2018-01-15,70,False
2018-01-16,52,False
2018-01-17,38,False
2018-01-18,62,False
2018-01-19,48,False
2018-01-20,46,False
2018-01-21,76,False
2018-01-22,66,False
2018-01-23,71,False
2018-01-24,61,False
2018-01-25,42,False
2018-01-26,28,False
2018-01-27,40,False
2018-01-28,66,False
2018-01-29,63,False
2018-01-30,56,False
2018-01-31,61,False
2018-02-01,59,False
2018-02-02,68,False
2018-02-03,37,False
2018-02-04,71,False
2018-02-05,57,False
2018-02-06,41,False
2018-02-07,34,False
2018-02-08,75,False
2018-02-09,37,False
2018-02-10,31,False
2018-02-11,56,False
2018-02-12,64,False
2018-02-13,40,False
2018-02-14,52,False
2018-02-15,73,False
2018-02-16,45,False
2018-02-17,44,False
2018-02-18,48,False
2018-02-19,58,False
2018-02-20,92,False
2018-02-21,63,False
2018-02-22,65,False
2018-02-23,46,False
2018-02-24,89,False
2018-02-25,42,False
2018-02-26,58,False
2018-02-27,73,False
2018-02-28,49,False
2018-03-01,41,False
2018-03-02,35,False
2018-03-03,32,False
2018-03-04,44,False
2018-03-05,78,False
2018-03-06,63,False
2018-03-07,47,False
2018-03-08,54,False
2018-03-09,39,False
2018-03-10,50,False
2018-03-11,48,False
2018-03-12,73,False
2018-03-13,38,False
2018-03-14,67,False
2018-03-15,25,False
2018-03-16,43,False
2018-03-17,55,False
2018-03-18,38,False
2018-03-19,82,False
2018-03-20,54,False
2018-03-21,59,False
2018-03-22,54,False
2018-03-23,66,False
2018-03-24,35,False
2018-03-25,41,False
2018-03-26,44,False
2018-03-27,52,False
2018-03-28,62,False
2018-03-29,35,False
2018-03-30,28,False
2018-03-31,42,False
